"V1" "V2" "V3" "V4" "V5" "V11" "V12" "V13" "V14" "V15" "V21" "V22" "V23" "V24" "V25" "V31" "V32" "V33" "V34" "V35"
"13049" 3137 2688 3616 2376 1488 3026 3464 3715 3543 3106 3189 2842 2873 2839 2339 3094 2862 2992 2932 3170
"13050" 4036 4545 5064 4464 4958 6064 4917 5530 5581 5952 4398 4148 4921 4922 3956 3965 2538 4079 3487 3904
"13051" 141 166 190 135 112 68 92 75 82 111 106 89 102 84 78 191 104 188 175 156
"13052" 3485 2781 2774 3246 2841 2672 3044 3161 3079 3239 2897 3033 2753 2897 3187 2120 2048 2012 1987 2019
"13053" 948 551 1061 743 1004 292 361 362 649 408 413 564 474 716 630 558 650 672 604 291
"13054" 753 490 591 548 498 607 394 451 378 394 654 302 477 339 718 368 253 210 332 312
"13055" 725 719 398 701 561 1412 1217 1146 1362 1441 1245 1141 1336 827 1294 845 1164 788 1068 728
"13056" 2537 2752 2491 2421 2523 2594 1716 1984 2369 1510 2371 2121 2470 1906 2351 2701 2857 2845 2510 2240
"13057" 0 0 0 0 0 20 22 13 6 45 7 7 14 12 11 6 1 2 2 3
"13058" 298 250 270 304 249 285 264 287 238 253 104 58 80 73 278 102 130 181 74 81
"13059" 7769 9107 6450 6941 7825 8793 8280 8855 9265 8685 6775 6561 7653 8681 6454 9475 8387 8228 10008 9121
"13060" 562 696 554 755 604 845 904 1063 1011 989 799 293 455 541 359 544 526 581 560 622
"13061" 1615 1696 1619 1368 1711 1927 1316 1517 1288 1517 843 919 786 1081 841 1002 968 1222 1109 1737
"13062" 484 543 476 391 473 511 1000 628 674 745 656 857 535 954 739 323 295 354 370 205
"13063" 169 182 256 209 125 389 345 224 363 227 361 169 331 228 177 205 257 342 250 266
"13064" 6550 6036 6917 6579 5215 7139 5038 6551 6381 6813 5618 7467 5762 5493 5897 5659 6127 5829 5098 4147
"13065" 523 487 399 474 419 602 795 582 684 394 557 553 490 517 388 344 489 398 420 509
"13066" 2167 1699 1983 1615 2070 2178 1964 1616 1842 1775 1802 1786 1837 1896 1577 2795 2531 4177 2897 2969
"13067" 1065 901 1137 1044 876 878 497 627 672 456 423 485 436 462 360 768 827 1363 1001 644
"13068" 711 662 961 689 909 667 419 484 376 391 416 604 492 468 225 660 1050 822 976 844
"13069" 2419 1997 1948 2096 2561 3824 3506 3677 3090 4404 2950 2934 3443 3160 3313 3418 2839 2725 3027 2437
"13070" 329 621 713 556 471 787 613 706 752 678 416 577 522 484 430 441 454 834 421 386
"13071" 769 551 663 627 772 516 600 451 579 606 1110 823 786 728 607 730 752 912 909 995
"13072" 153 112 171 101 118 51 55 55 44 28 7 0 6 6 2 118 80 77 157 54
"13073" 11 14 13 9 8 38 117 54 48 35 28 59 57 59 17 88 89 99 135 80
"13074" 6319 6521 6660 5644 6346 4814 5976 5706 6169 5153 9910 8599 5483 5520 5073 7343 8087 6497 8308 5816
"13075" 3514 3602 3935 3330 3904 3891 3126 3108 2450 4048 3130 3720 3770 3986 3636 2025 2470 1749 2047 2639
"13076" 3037 4368 3613 3611 4355 3496 3762 3802 3938 3394 3891 5487 3640 4081 4005 3668 3785 4511 3643 3840
"13077" 3027 2769 3960 3178 4031 3008 3033 3589 3323 2665 2974 2578 2872 1918 2473 1750 2532 3146 2569 3468
"13078" 35 44 14 46 62 46 34 36 29 34 99 105 70 96 74 29 84 83 52 51
"13079" 30 29 109 46 68 20 36 30 49 28 61 11 92 43 96 123 78 75 79 90
"13080" 2477 2267 2015 2368 2378 1517 1210 890 1253 1266 1435 1605 1397 1183 1874 3708 3581 3407 2613 3833
"13081" 6849 6986 7955 7105 9574 6994 8402 6647 7430 6791 7531 6293 8999 9298 6199 6896 5355 6428 6408 9904
"13082" 6453 6259 6579 5937 6669 5476 5213 6386 5016 6007 5824 6961 4670 5863 6417 5775 4077 7196 3955 6962
"13083" 6690 6234 5990 6553 6643 5316 5768 5507 6418 6486 7358 5551 6519 5408 5000 8359 11203 6699 6995 4684
"13084" 3103 3011 4309 4168 2830 4680 5606 4189 4844 4066 6238 4505 4357 6337 5226 4163 5565 5909 3910 5603
"13085" 88 61 128 78 59 45 33 46 32 34 59 35 39 62 66 82 103 75 74 96
"13086" 35 41 44 56 56 40 41 59 59 35 84 18 40 57 34 12 16 17 11 11
"13087" 741 649 471 708 849 799 1197 1170 894 838 1151 870 1023 1132 1034 1134 919 1411 961 651
"13088" 224 405 393 395 353 422 331 231 366 424 268 496 353 226 588 249 225 393 235 175
"13089" 11 37 18 10 16 14 20 12 22 7 75 73 68 96 86 24 31 44 13 33
"13090" 2505 2163 3114 1676 1960 3112 2667 3330 2552 3128 1113 992 1153 1355 1777 2067 1899 1416 1680 2338
"13091" 943 1278 1707 1088 765 991 1231 630 1726 1508 1152 1075 1144 772 1360 710 583 903 700 924
"13092" 2415 2874 2686 2676 3766 2039 1882 2307 1943 2128 1495 1777 1732 2040 2019 1527 2068 1701 1780 1895
"13093" 216 405 274 199 308 466 307 269 316 263 433 449 457 426 535 343 238 272 296 279
"13094" 184 281 344 310 212 307 190 392 291 201 228 139 118 135 226 270 315 196 274 400
"13095" 1274 1596 1452 1225 1726 1519 1148 1961 1501 1805 948 676 824 882 948 1006 1135 999 914 874
"13096" 4875 6395 6033 7113 7145 6038 5913 5445 6637 6650 3405 4251 5638 3427 4494 4788 4975 4783 6453 5138
"13097" 1346 1778 1318 1282 1362 1067 1178 862 1203 1003 2127 3048 2252 2571 2514 777 774 1260 654 900
"13098" 1805 1993 1989 1527 2408 1792 1778 1705 1751 1579 919 864 1319 1082 843 1240 1237 1091 1330 1136
"13099" 451 277 346 331 290 361 368 346 519 376 490 597 557 601 501 412 348 544 530 640
"13100" 247 506 239 217 298 198 205 121 241 221 307 258 291 341 392 303 392 241 523 204
"13101" 360 335 403 305 453 448 375 359 436 470 671 461 786 731 709 201 277 384 239 269
"13102" 8 4 25 36 41 24 11 12 17 10 0 0 0 0 0 4 7 5 12 11
"13103" 4563 3532 4341 5109 5201 3585 3247 3416 3134 3092 3654 3745 3635 3203 3420 3534 5323 4374 4050 3098
"13104" 191 242 204 285 254 139 85 163 132 195 229 149 101 188 227 179 221 119 134 189
"13105" 2482 2609 1902 2750 2828 1938 1820 2403 2726 2506 2468 3661 2626 2711 2640 2045 2029 2253 1921 1860
"13106" 119 90 100 122 127 86 63 87 104 127 371 332 383 279 327 168 153 180 92 154
"13107" 1 1 7 4 2 0 13 8 0 1 11 12 14 5 20 0 0 0 0 0
"13108" 1853 1957 2037 1854 2203 2608 2717 3037 3163 2441 2537 2921 2351 3713 3513 2220 3023 2678 3250 2628
"13109" 449 420 624 274 314 181 137 143 127 244 335 610 261 505 413 777 795 928 693 1094
"13110" 468 574 425 325 525 584 467 718 353 530 173 327 374 224 311 248 322 267 362 402
"13111" 2946 3065 2238 2372 2918 3712 3148 3045 3291 3367 2471 2245 2537 1871 2327 1704 2194 1711 2300 1909
"13112" 860 359 413 405 647 492 725 611 452 349 532 533 465 519 454 303 233 469 240 433
"13113" 2291 2159 2543 2642 2196 2566 2209 3003 2518 2629 1960 2143 2149 2217 2163 2490 1610 2345 2034 2109
"13114" 288 402 503 538 396 526 306 131 343 361 563 255 240 394 317 291 201 201 141 135
"13115" 3066 3229 3461 2898 3323 4964 4133 4310 4855 5997 5166 4439 6030 5290 5418 4310 2996 4033 4686 4405
"13116" 100 157 192 221 157 58 48 36 46 65 84 94 86 145 134 108 101 73 49 97
"13117" 2 0 0 4 6 12 1 0 20 7 0 0 0 0 0 2 28 6 16 4
"13118" 1040 1015 622 641 913 502 713 1118 712 731 474 281 222 443 397 943 794 915 723 944
"13119" 1244 1260 1126 1388 778 644 857 647 675 754 769 735 792 710 643 695 1187 975 1284 1086
"13120" 2017 1729 2004 2119 1819 1342 1207 1537 1839 1902 1980 2145 2664 1993 2366 2617 2364 3047 2819 2888
"13121" 1011 1055 939 963 1053 764 947 646 863 840 1231 1597 1140 1737 1469 716 372 675 318 566
"13122" 285 278 164 242 332 113 125 121 217 270 152 232 99 248 187 201 133 211 255 174
"13123" 1706 2067 1524 2146 1575 1125 1528 1190 1436 1172 1177 1560 1262 1404 1451 1114 1313 1029 882 1426
"13124" 0 2 7 12 4 13 29 11 22 18 19 39 19 10 16 20 19 26 19 38
"13125" 1000 1098 1069 1220 1038 1027 790 974 1183 890 668 1222 870 880 1443 1147 1400 1087 1272 1835
"13126" 48 70 97 76 68 116 79 77 120 96 105 116 123 137 92 67 80 58 103 46
"13127" 2 0 4 0 1 17 4 8 4 7 13 4 4 0 12 2 1 4 1 4
"13128" 495 567 802 859 759 1023 570 549 593 747 561 634 666 707 595 874 406 540 947 857
"13129" 32 18 19 23 31 4 4 8 4 29 72 102 107 64 73 9 2 6 2 0
"13130" 4661 4720 4588 5485 5139 4900 5241 5583 5369 5899 5699 6493 5750 7098 6581 4312 6261 4672 5274 4826
"13131" 1110 1697 1163 1577 1446 1537 1637 1637 1730 1425 1515 1818 2019 2070 2033 1113 1424 1598 1486 1515
"13132" 23 18 16 37 9 24 10 14 21 8 30 18 37 34 42 0 0 0 0 0
"13133" 559 531 813 564 641 842 733 840 794 579 742 629 890 570 711 631 924 813 713 781
"13134" 78 190 72 149 176 68 60 81 93 43 140 105 154 121 93 333 281 364 337 246
"13135" 14012 9431 9642 11457 12325 9328 9410 8468 8760 9700 10742 10296 9339 9601 11100 8130 9475 8401 8952 8678
"13136" 3728 3193 3963 3789 2400 1935 2075 1976 2052 1806 3973 3487 3317 3935 4767 2917 2946 3830 2874 2766
"13137" 196 153 135 93 103 76 112 90 126 88 132 148 134 111 282 50 15 36 39 11
"13138" 92 76 136 74 77 16 19 24 11 19 39 57 92 113 34 52 54 71 86 72
"13139" 926 804 1286 790 956 1334 1630 1237 1563 897 887 855 816 904 647 1085 978 1187 1292 1154
"13140" 9738 8682 7534 6867 7610 7221 4272 5283 5172 7657 8628 8366 7761 7197 8463 7160 7788 8476 6016 7293
"13141" 846 569 525 681 483 562 698 575 626 927 662 761 582 813 714 746 561 609 735 656
"13142" 8653 7260 9942 10261 8611 11360 11714 10463 9713 8302 11096 14606 10354 13368 8001 9562 8912 8469 8408 8829
"13143" 2586 2469 2657 2821 2508 3308 3736 3566 4047 3978 2017 1940 2052 1797 2136 2686 2733 2725 2870 2793
"13144" 47 212 170 295 169 1 5 23 2 0 49 97 70 52 150 141 136 159 138 106
"13145" 3373 2181 2617 1749 2054 2733 2412 2933 2209 2176 2963 2074 2372 3007 2609 6124 4069 4007 7170 5780
"13146" 1658 2169 2279 2307 2760 1972 1718 1086 2120 1744 1313 1259 1184 1448 1372 2357 2210 2154 2763 2092
"13147" 6881 6580 5276 5917 5710 6222 7270 7378 6326 6262 4700 5181 4903 4736 5331 5528 5244 6211 4823 5455
"13148" 3654 3904 3113 3876 3505 2357 1833 2563 2271 2616 3298 3566 3355 3907 2714 3839 3171 3722 3869 4045
"13149" 0 4 8 12 9 31 27 87 29 24 4 0 8 2 6 14 19 14 18 7
"13150" 545 694 444 283 595 685 679 818 634 742 520 695 611 819 593 837 601 583 403 798
"13151" 34 50 27 87 59 77 58 75 43 62 115 142 211 56 103 110 52 65 58 75
"13152" 867 827 867 844 625 323 669 490 719 642 1275 1052 1053 861 633 804 789 692 987 836
"13153" 3327 2926 3399 2348 2498 1435 1775 2411 1606 2197 2011 2579 1663 1635 2333 2479 2807 2560 2386 2829
"13154" 880 877 863 789 543 1588 1730 1611 1675 1218 826 1201 806 1112 1221 1444 1216 1445 1090 1293
"13155" 491 393 379 317 362 630 1071 839 741 711 147 219 238 186 234 322 510 356 610 524
"13156" 0 12 0 0 2 23 2 3 10 26 3 0 3 3 4 6 8 10 4 3
"13157" 97 254 232 239 263 148 127 127 138 150 245 175 269 164 201 119 84 144 146 72
"13158" 71 74 73 93 80 31 17 34 6 22 14 5 8 9 21 32 42 58 49 55
"13159" 437 191 177 168 284 701 380 610 663 480 348 211 337 351 352 667 902 779 963 922
"13160" 1068 958 1040 1100 1244 462 701 717 599 297 498 859 680 704 421 316 600 548 740 401
"13161" 282 301 312 395 355 255 240 125 127 200 318 500 436 528 435 145 250 149 119 189
"13162" 1275 1551 1450 1379 1326 1267 1154 1191 1206 1173 653 551 750 789 792 762 744 733 690 745
"13163" 55 41 21 76 65 101 76 46 27 64 6 16 17 22 9 16 1 4 10 10
"13164" 3361 4047 4508 3536 4451 3884 4066 4171 4530 4510 4843 5187 4448 4388 4289 5836 6309 3502 5571 4910
"13165" 61 205 101 125 72 163 88 116 49 60 219 248 261 474 166 120 58 54 63 73
"13166" 1234 1145 1211 1045 1161 1133 966 1335 1189 952 932 811 1055 761 1138 600 590 994 821 809
"13167" 2 19 2 2 8 0 0 0 0 0 0 0 0 0 0 2 6 10 4 9
"13168" 5772 5235 2775 3887 2362 2502 2434 2643 1940 2142 2595 2058 2202 1359 1582 2967 1728 2009 3263 3420
"13169" 1935 1950 2986 2352 2312 2158 1653 2114 2129 2604 2204 2671 2673 2471 2162 2334 2870 2253 2426 2083
"13170" 23 23 10 10 12 25 18 95 38 47 133 147 101 152 92 12 22 20 31 28
"13171" 3067 3091 2756 3210 3577 5705 4838 5684 5092 7152 5074 4138 4660 4558 4575 7781 6932 9329 8748 8363
"13172" 427 526 775 606 694 976 786 841 641 729 1085 977 995 1020 1055 763 768 958 646 778
"13173" 8 7 2 0 4 9 6 9 3 12 0 0 3 2 2 18 36 16 14 6
"13174" 2725 3678 3172 3053 3278 3131 2074 3225 3068 2169 4518 3295 2799 3495 3138 3487 2307 3469 3585 2902
"13175" 743 682 664 938 750 990 1047 1169 1064 875 893 1094 1138 825 980 545 450 514 850 830
"13176" 591 541 515 360 421 370 404 294 238 406 213 259 221 175 148 356 313 310 339 283
"13177" 725 632 563 863 822 1206 835 929 1139 996 1106 1057 913 1146 1145 663 692 680 750 931
"13178" 1478 1727 1794 1606 1745 1448 1648 2014 1515 1230 1986 1852 1640 1353 1437 1697 1711 2055 1910 1510
"13179" 5826 6540 5234 6476 6214 6251 5625 5864 6371 5842 6112 5172 5922 5685 6638 4727 4683 5652 5384 5582
"13180" 2536 2763 2689 2369 2772 3722 3472 3598 3176 3584 2802 2156 1831 3089 3480 4005 3706 3703 3113 3637
"13181" 9080 9176 8338 7687 8976 8404 7688 8959 6989 7165 6618 7025 6970 6138 6846 6632 9368 6278 5692 7187
"13182" 20 31 43 62 46 36 38 52 49 34 60 71 86 31 107 62 68 31 75 89
"13183" 442 511 317 295 393 903 935 1008 1006 900 1041 1048 871 900 1340 786 785 695 718 686
"13184" 46 48 58 59 53 72 32 63 58 88 56 86 75 59 65 20 6 4 24 7
"13185" 2616 2288 2659 3330 3054 2444 1904 2347 2148 2356 2864 2571 3175 2907 2446 3252 2496 3169 2796 3203
"13186" 38 26 36 10 27 33 71 70 86 89 5 26 12 19 6 0 4 4 9 10
"13187" 176 175 91 110 75 172 320 331 410 357 211 254 187 143 108 293 300 179 92 271
"13188" 8050 6976 7489 8941 6257 7527 6528 7179 7138 6158 6567 5078 6261 6149 4022 5445 7005 5770 6736 5689
"13189" 1 2 14 6 16 0 0 0 0 0 15 5 14 25 11 3 8 2 4 6
"13190" 580 674 684 712 573 732 289 597 454 627 572 446 452 421 388 718 445 831 811 547
"13191" 12416 13023 14541 17056 13537 20306 24361 30616 25883 31986 14370 15989 14957 18127 16322 17742 16315 16761 15504 17647
"13192" 12667 15871 15100 14962 18733 7689 10367 9769 11252 7641 10904 11821 13140 16135 12489 15683 13842 15524 15927 14113
"13193" 2238 1750 2930 2402 2442 1775 1904 2741 1773 1913 1951 1925 2543 2388 2164 4460 2249 2878 2244 2584
"13194" 1155 1281 975 1415 1016 1105 767 993 1177 955 983 1330 1163 950 1227 731 813 1270 966 870
"13195" 917 790 876 798 892 887 864 925 1038 968 510 486 419 406 442 844 668 906 872 1115
"13196" 17054 13383 11977 13364 10905 10148 9350 7910 10138 10516 17383 15336 13534 16030 13856 14700 14467 11139 12591 13178
"13197" 7695 7759 7808 7592 8162 3602 4403 3323 3957 3131 6535 8621 7919 7276 8218 7301 7498 7787 4445 6935
"13198" 2 4 16 2 10 0 0 0 0 0 1 0 9 9 0 0 0 0 0 0
"13199" 973 929 942 783 1047 1409 1169 1645 969 669 1065 924 1068 1049 1002 821 805 567 867 676
"13200" 2893 2367 2331 2493 2974 2254 1965 3243 2794 2575 1889 2124 2168 1796 1858 1385 1547 1280 1191 1531
"13201" 1029 1136 1185 881 676 856 971 1006 1099 966 930 819 1075 935 944 571 687 782 631 638
"13202" 1889 1877 2142 2241 3199 3130 2637 3000 3184 3285 2767 2753 3447 2708 3044 1807 1494 1979 2947 2152
"13203" 3156 2785 2810 2642 2758 984 1342 1171 1362 1298 1857 1944 1902 2091 1822 1578 1696 2042 2297 1801
"13204" 577 963 792 826 696 974 1138 892 1039 1010 822 597 747 658 529 673 1056 1205 809 1104
"13205" 117 127 169 181 144 260 358 127 456 363 532 753 420 702 591 284 156 273 166 283
"13206" 108 127 126 136 146 324 181 363 339 274 185 205 116 171 109 378 204 264 359 281
"13207" 248 156 479 249 311 574 461 551 649 427 284 328 372 253 308 345 261 223 302 162
"13208" 56 8 30 72 16 74 38 9 16 19 29 97 44 88 46 44 41 28 48 14
"13209" 10 5 7 10 4 96 34 151 57 63 5 14 22 41 22 32 23 22 30 13
"13210" 77 82 58 64 74 23 50 34 20 51 114 53 27 54 101 107 146 104 133 94
"13211" 893 734 886 878 881 725 746 535 617 797 1160 1211 844 1044 1037 669 769 689 592 712
"13212" 12950 14614 10691 11159 17079 18546 17382 13208 17399 15606 15750 16227 18203 15087 18640 14479 16632 14400 16619 16422
"13213" 443 551 622 561 615 228 228 155 224 100 391 203 328 201 176 421 241 239 432 195
"13214" 3747 4536 4269 4261 3732 4592 3627 4881 3982 3429 3968 3811 3969 3304 3237 4161 5588 4492 3658 4458
"13215" 130 293 198 439 180 339 301 336 413 310 107 89 110 92 69 106 91 158 152 53
"13216" 1282 1065 809 1138 1015 560 688 673 758 895 811 664 425 571 492 736 661 531 900 401
"13217" 418 433 712 459 363 559 431 383 330 424 460 415 418 456 733 274 277 270 287 360
"13218" 49 29 50 22 40 76 71 56 78 35 32 16 26 27 69 4 11 7 0 6
"13219" 37 30 54 28 46 46 61 78 45 66 135 128 144 119 235 44 30 16 62 40
"13220" 60 87 64 87 144 160 94 128 94 92 57 87 82 91 126 44 56 37 28 39
"13221" 81 39 88 106 46 100 51 64 86 48 117 150 44 53 95 69 71 62 54 50
"13222" 1150 1083 1238 1179 1018 717 706 543 1045 634 861 753 631 685 477 1227 811 1178 933 858
"13223" 4 2 10 10 18 0 0 0 0 0 19 30 68 19 61 12 43 19 26 45
"13224" 2943 3064 2124 3101 2281 1286 2018 1780 3096 1916 1631 2002 1420 1195 1840 2418 3331 2301 2789 2946
"13225" 780 441 455 627 528 309 184 267 230 191 269 519 276 369 426 397 260 402 227 308
"13226" 619 644 668 543 653 466 615 662 675 559 1391 823 871 507 758 903 1205 1133 843 591
"13227" 203 61 191 175 154 114 109 143 81 121 101 85 193 198 134 61 20 8 36 87
"13228" 286 272 400 347 269 384 500 494 432 578 139 93 189 100 173 171 219 172 206 298
"13229" 180 112 87 136 270 88 33 63 28 20 169 128 128 155 112 76 121 61 111 94
"13230" 541 484 515 384 480 634 431 676 569 797 742 616 699 752 562 441 751 447 654 463
"13231" 204 206 161 246 215 562 524 236 357 296 326 493 414 303 355 344 306 221 429 321
"13232" 8668 6440 7924 7622 6939 8957 9275 8351 8840 8869 5014 6261 6414 5979 6947 9746 8778 9345 9218 8838
"13233" 14 8 31 30 23 0 0 0 0 0 4 12 9 6 17 9 1 5 1 0
"13234" 32 36 56 49 26 47 52 48 80 58 101 140 170 87 105 189 220 225 179 237
"13235" 536 644 673 510 470 324 594 561 393 405 280 308 440 351 368 314 470 351 296 421
"13236" 1676 1309 1963 1463 2594 1411 1474 911 1430 1974 1412 1918 1816 1396 1556 1688 1191 1407 1126 1316
"13237" 40 42 26 24 34 7 14 28 19 12 7 17 10 11 8 12 24 6 14 12
"13238" 5826 5902 5760 7222 5255 4342 5497 5796 5475 4796 3101 3424 4281 3705 3860 5979 4742 5875 5004 5553
"13239" 23 38 19 20 15 72 27 16 24 37 36 25 8 28 15 17 4 13 31 18
"13240" 355 423 496 496 483 317 397 363 304 327 364 496 328 523 514 463 419 384 414 425
"13241" 1039 661 836 849 651 1122 1155 1343 1121 1365 1225 1501 1028 1066 1102 831 744 844 716 709
"13242" 1164 1166 1206 1257 1251 1737 1164 1659 1302 1739 909 1182 1332 1147 961 1347 1361 1274 1536 1199
"13243" 4022 4707 3230 3567 3190 3915 5695 4480 4518 4409 2068 2011 1778 1996 1810 2669 2284 2947 3081 2426
"13244" 68 68 110 70 65 86 128 75 110 62 52 64 56 58 34 97 132 49 94 77
"13245" 455 468 321 465 474 913 823 934 415 679 587 408 802 580 607 493 565 960 1116 832
"13246" 9 17 22 2 11 13 1 0 0 3 32 24 101 75 47 8 24 14 22 10
"13247" 398 644 561 506 500 555 383 421 302 391 1010 553 1065 942 596 693 615 463 547 548
"13248" 1312 882 1258 1029 1074 660 608 405 907 586 732 833 624 747 787 762 702 794 767 731
"13249" 1361 1039 999 1882 1187 307 573 443 525 522 1183 1199 958 1190 1013 1299 1271 1202 1267 907
"13250" 2255 2846 3887 2518 2321 2886 2786 3277 3298 3029 5168 4462 4909 3925 4068 3273 2723 3548 2707 2714
"13251" 610 513 626 593 721 331 233 177 302 230 345 554 513 284 300 586 286 254 410 340
"13252" 281 414 233 427 420 428 300 469 397 473 246 204 200 211 229 490 357 408 331 332
"13253" 3 5 3 0 6 22 7 29 38 6 4 20 2 15 8 12 44 18 7 31
"13254" 1851 1992 1533 1807 1750 1530 1241 1025 1815 1299 3756 3558 3488 3227 2924 1816 1364 1629 1378 1525
"13255" 32 40 12 36 22 5 13 10 12 14 29 15 56 10 22 63 29 37 35 47
"13256" 2095 2764 2353 3038 2596 2841 4235 3514 2897 3006 3113 2724 2559 1878 2165 2015 2488 2854 2555 3127
"13257" 22 22 32 32 17 15 17 14 16 18 8 21 13 23 10 15 16 14 16 15
"13258" 916 710 1454 887 985 1083 1047 1275 1399 1122 727 704 593 572 643 914 821 784 753 842
"13259" 695 778 748 844 662 439 795 616 1014 669 566 530 641 523 505 621 606 584 483 715
"13260" 1513 1261 809 854 1575 1057 724 940 1008 974 1403 1068 1197 1335 1126 1029 766 913 1043 671
"13261" 35 9 27 76 32 1 11 0 2 2 0 0 0 0 0 0 9 7 2 9
"13262" 25 21 21 29 40 16 18 8 17 39 18 16 19 25 24 20 34 30 56 50
"13263" 2030 2454 1926 1938 2283 3186 2593 3166 1910 2300 1016 1489 1666 1438 1403 1618 2237 2185 1688 1734
"13264" 942 940 1163 959 1213 2150 2324 1738 2141 1914 1498 1523 1738 1375 1209 1228 1002 1201 948 1017
"13265" 66 40 77 33 37 0 0 0 0 0 9 27 17 14 16 22 33 32 32 27
"13266" 185 180 58 96 107 68 173 89 156 107 51 16 26 8 33 6 5 7 3 6
"13267" 0 0 0 0 0 3 12 7 8 15 3 0 21 9 7 16 22 10 20 26
"13268" 341 447 347 339 304 428 355 385 654 377 408 416 512 493 270 620 316 663 476 491
"13269" 311 175 204 326 256 454 503 408 517 424 253 323 235 338 261 280 428 360 373 352
"13270" 555 685 471 587 408 178 262 122 191 166 384 329 355 299 273 592 612 556 642 824
"13271" 264 426 379 430 483 756 1080 775 637 1113 975 626 968 701 941 695 520 828 648 367
"13272" 855 489 1083 732 1267 988 832 824 1005 532 765 818 606 700 690 415 204 896 836 412
"13273" 5805 5919 5715 5244 6734 6861 4320 4569 6686 4146 4412 4127 4185 4042 3514 3657 3713 3803 3728 4585
"13274" 3872 3344 3135 3522 3370 3154 3807 3045 2647 4373 2512 2599 3127 1988 1854 3963 3757 3112 3678 3724
"13275" 2195 2275 1746 2368 1810 4425 4255 4567 4986 3709 2057 2056 2527 1518 1602 2160 1914 2443 2535 2141
"13276" 913 741 1200 680 958 673 568 676 666 704 1269 657 768 1429 916 789 578 927 579 611
"13277" 8 16 6 1 6 32 9 51 16 23 6 8 8 33 18 7 11 8 4 4
"13278" 413 386 516 488 501 276 190 155 378 279 451 344 366 293 469 249 130 203 144 163
"13279" 0 0 0 0 0 8 27 10 9 8 0 0 0 0 0 0 0 0 0 0
"13280" 412 411 205 220 204 373 296 339 348 278 348 295 273 280 376 302 271 249 239 246
"13281" 92 121 78 98 71 49 49 41 37 50 39 30 39 72 18 26 22 27 26 14
"13282" 3534 3324 3643 4097 3298 3972 3516 4248 3741 3336 5373 5592 6041 5214 5514 4484 4173 3957 4603 4666
"13283" 5200 4309 4653 4250 4328 5418 3795 5537 5718 6650 6134 7262 7579 5787 7210 6579 6627 6530 6426 5919
