"V1" "V2" "V11" "V12" "V21" "V22" "V31" "V32"
"17037" 557 773 1010 805 512 648 828 779
"17038" 73 52 60 77 62 85 228 328
"17039" 262 234 673 749 518 727 894 758
"17040" 1927 1328 1720 1584 2188 2670 2535 3004
"17041" 9431 5657 6007 7835 7855 7456 7845 7016
"17042" 11056 10327 15945 15934 11488 11284 11985 10825
"17043" 4 1 10 3 0 0 12 6
"17044" 118 108 24 39 390 455 172 79
"17045" 0 0 4 14 0 0 8 18
"17046" 5531 5088 5090 2797 4205 4796 2569 2514
"17047" 6536 5663 3924 5790 3804 3906 3924 5097
"17048" 127 100 192 141 114 75 235 135
"17049" 1154 1102 1244 1360 1241 1263 1196 992
"17050" 7710 8529 6402 7430 6748 6446 10757 8309
"17051" 6 10 4 14 7 1 9 5
"17052" 1950 1516 2988 3253 2517 3383 3285 3360
"17053" 11 2 1 2 17 5 0 0
"17054" 36 20 137 57 192 45 98 98
"17055" 1901 2477 1478 1895 1246 1560 1984 1973
"17056" 894 520 230 414 311 364 315 209
"17057" 591 639 1325 1507 1330 1082 444 862
"17058" 342 348 1053 948 696 496 498 350
"17059" 643 488 763 725 466 428 623 433
"17060" 0 0 14 15 0 0 6 9
"17061" 0 0 0 0 0 0 4 5
"17062" 571 388 340 364 696 455 636 561
"17063" 18 9 28 24 65 77 13 16
"17064" 106 36 273 122 126 177 221 86
"17065" 4 6 47 52 35 20 6 3
"17066" 16 9 23 39 0 0 12 16
"17067" 5 18 1 15 0 0 2 2
"17068" 1358 1093 726 448 1102 973 544 613
"17069" 109 120 268 117 512 321 315 263
"17070" 10 5 58 59 2 2 47 36
"17071" 2741 3544 3057 3486 3245 4108 3974 4363
"17072" 1836 3172 3134 3103 3677 2818 3795 2856
"17073" 5437 4817 3759 4510 4469 4138 3912 3266
"17074" 71 64 44 72 70 30 60 50
"17075" 91 75 48 65 95 72 62 71
"17076" 3 4 0 0 0 0 12 14
"17077" 6893 5704 7550 9799 7178 6865 6495 6880
"17078" 5060 3685 5432 5006 4825 4299 5477 4993
"17079" 111 244 175 240 121 128 178 143
"17080" 324 569 391 339 183 152 152 129
"17081" 2343 2875 1532 1618 2098 1471 1308 1162
"17082" 4932 4104 4377 4197 4608 5658 4773 4677
"17083" 1082 1763 1918 1479 1372 1230 1984 1752
"17084" 50 63 69 49 2 2 0 0
"17085" 1140 1393 1032 1446 1070 884 1607 1843
"17086" 2254 2844 2917 3673 3001 2732 2686 3126
"17087" 2676 2750 4180 3437 4613 4428 2669 4182
"17088" 14 7 19 28 57 25 10 12
"17089" 6 16 13 9 52 25 1 1
"17090" 44 43 12 2 13 2 0 0
"17091" 2125 2396 2862 2479 2794 3132 2826 2934
"17092" 1227 842 903 818 536 445 633 641
"17093" 763 863 627 518 1476 1639 1169 1066
"17094" 2143 1662 3096 3603 2483 2584 3080 2700
"17095" 88 108 82 61 146 132 102 258
"17096" 718 1084 643 548 1488 1447 1428 1326
"17097" 2852 3166 3368 3210 3933 3939 3215 3132
"17098" 13536 10327 8583 10552 8518 8353 7365 7468
"17099" 1465 1385 1174 1058 1920 1443 1734 2903
"17100" 734 595 567 473 743 684 630 1182
"17101" 280 293 186 234 146 138 109 95
"17102" 5239 5310 6035 5108 7009 6264 4478 6414
"17103" 24 22 0 0 9 12 3 2
"17104" 470 624 379 397 310 233 346 283
"17105" 57 63 51 32 26 22 144 166
"17106" 406 435 597 443 733 924 949 1019
"17107" 188 147 94 155 398 349 190 236
"17108" 299 282 453 372 604 609 782 905
"17109" 562 686 398 477 369 477 1296 1030
"17110" 2504 2547 1804 1990 2227 2317 2397 2658
"17111" 137 178 54 34 63 101 106 93
"17112" 2744 2764 3613 3500 3682 3280 2634 2215
"17113" 1486 1360 1456 1501 828 1103 1706 1932
"17114" 3291 3446 2519 2478 3038 2668 3238 2984
"17115" 8366 8626 9262 8330 8967 10291 10755 8885
"17116" 714 403 791 740 770 897 439 321
"17117" 1359 1447 2260 2034 2754 2334 3938 3968
"17118" 2123 1805 4187 3629 2558 2239 2791 2712
"17119" 255 207 113 121 61 48 86 74
"17120" 5433 6260 6947 5740 7363 6304 6507 4884
"17121" 324 359 64 85 304 236 234 174
"17122" 2738 2670 3104 3727 2791 2767 3342 3406
"17123" 2620 2976 2193 2352 2329 2425 1804 2278
"17124" 80 99 93 87 119 90 8 25
"17125" 405 233 290 222 383 526 297 323
"17126" 206 119 126 38 5 21 138 115
"17127" 4374 5242 4444 5343 6536 6044 5092 4741
"17128" 2337 2043 2843 2584 1807 1967 2049 2548
"17129" 41 90 0 1 8 10 51 21
"17130" 443 340 212 363 648 748 390 445
"17131" 216 153 141 124 25 62 39 130
"17132" 0 12 0 0 14 4 2 6
"17133" 592 575 946 818 802 601 1132 942
"17134" 5480 5184 5404 4062 5031 5466 5073 4307
"17135" 1232 1002 1134 802 489 407 928 1009
"17136" 40 62 119 64 148 138 46 45
"17137" 5681 5415 7569 7458 6628 5754 7689 5006
"17138" 549 504 534 541 724 944 521 787
"17139" 228 166 244 191 60 145 176 100
"17140" 6025 6998 4891 5005 2703 2958 2781 3069
"17141" 521 496 711 682 470 434 1302 1098
"17142" 647 616 341 733 739 796 335 441
"17143" 1722 1902 1844 1448 1759 2116 2154 2271
"17144" 505 434 920 1144 750 471 1177 1083
"17145" 24 25 0 0 18 65 0 0
"17146" 112 83 196 130 145 139 67 164
"17147" 71 82 173 265 89 90 76 60
"17148" 26 26 86 77 58 62 293 167
"17149" 414 244 828 1016 772 732 347 399
"17150" 323 218 205 214 224 266 391 419
"17151" 927 1086 1683 1869 1647 1994 1082 1064
"17152" 2450 2995 2521 2517 3206 3963 4366 4484
"17153" 1399 1106 974 833 962 1370 740 387
"17154" 4916 3789 3230 2980 2413 3235 3686 3008
"17155" 1276 1488 852 461 765 678 672 499
"17156" 1856 2295 1720 1654 2073 1939 1445 1415
"17157" 63 74 91 83 84 125 34 41
"17158" 5925 7245 6639 4414 6544 5712 6014 7467
"17159" 396 404 663 770 478 524 724 688
"17160" 223 307 258 355 512 512 228 201
"17161" 3004 3604 2534 2233 2836 3099 2475 2661
"17162" 27 40 101 65 35 27 14 12
"17163" 8869 7264 6609 5364 7161 7839 6422 4482
"17164" 1777 1626 1738 1903 1483 1576 1877 1811
"17165" 159 111 230 194 405 262 370 390
"17166" 2286 1607 1391 1032 887 1174 2173 1547
"17167" 8 14 10 15 6 16 0 0
"17168" 10 1 10 14 4 3 8 6
"17169" 2820 2552 3465 3554 2550 3236 2721 3083
"17170" 95 95 210 162 163 119 93 127
"17171" 3132 4208 1762 1839 2568 2404 4470 3608
"17172" 89 131 142 180 125 136 142 97
"17173" 3935 4005 4199 4564 4058 4436 3613 4078
"17174" 3873 2839 2668 1937 2307 2048 3851 2565
"17175" 706 669 1039 1334 1729 1312 1740 1465
"17176" 1483 1176 1154 1714 1193 1155 1672 1399
"17177" 4914 5746 3232 3577 5188 4540 6387 4010
"17178" 837 564 624 605 298 739 612 503
"17179" 39 24 52 35 127 135 129 109
"17180" 951 388 659 607 655 695 261 297
"17181" 204 190 349 305 256 293 334 324
"17182" 3516 3451 5419 4565 5399 4555 4085 4861
"17183" 58 109 16 8 101 42 67 46
"17184" 36 35 39 59 24 7 24 20
"17185" 272 401 174 199 216 153 161 174
"17186" 5816 3791 5091 4612 6283 7989 3769 6193
"17187" 9883 14180 7564 11301 9153 10372 8059 8136
"17188" 386 427 246 193 228 165 214 254
"17189" 9228 8443 6891 6477 8264 6730 4576 5982
"17190" 1216 1124 503 633 1327 1609 1355 1244
"17191" 17 19 20 13 50 95 199 84
"17192" 45 63 43 49 23 12 127 113
"17193" 341 649 214 296 322 271 350 410
"17194" 602 578 809 832 457 467 600 523
"17195" 260 439 395 475 353 297 265 358
"17196" 502 470 444 629 797 720 1089 1048
"17197" 447 314 401 286 278 251 400 480
"17198" 490 607 316 301 471 359 598 612
"17199" 1133 688 1152 915 643 878 698 979
"17200" 8 22 55 76 21 22 33 33
"17201" 1615 1754 1912 1616 2192 2444 1588 1479
"17202" 3709 3807 2823 4038 3252 2880 4130 3804
"17203" 4942 5885 6036 6318 7879 7806 7389 7527
"17204" 4420 5263 5300 3721 6153 6617 7163 6854
"17205" 0 1 0 0 0 0 0 0
"17206" 2866 2615 2208 2884 1756 1996 3355 2950
"17207" 76 121 125 95 32 72 9 23
"17208" 178 219 257 209 258 289 233 357
"17209" 280 114 89 121 300 182 139 201
"17210" 307 333 150 190 190 175 350 251
"17211" 11 10 0 8 30 10 34 39
"17212" 8886 8464 6708 6914 6484 6864 7256 6842
"17213" 76 31 30 25 20 38 107 62
"17214" 623 418 888 959 450 746 548 845
"17215" 16467 18340 12558 15035 8624 12962 13410 15628
"17216" 1161 822 390 519 763 575 1891 1179
"17217" 37922 27680 12645 17116 19578 23506 28000 20575
"17218" 5872 6482 8409 9176 4313 4446 4162 4547
"17219" 544 717 332 275 460 318 561 688
"17220" 1808 1098 1875 1900 1214 1323 851 986
"17221" 3525 2845 3404 3050 2828 2065 2205 3037
"17222" 1461 1147 1371 993 780 813 2116 1655
"17223" 1204 991 1085 992 1362 1405 936 1009
"17224" 106 81 259 187 177 118 225 212
"17225" 1949 1905 2368 2273 2963 2809 2522 1759
"17226" 165 131 238 169 129 103 84 139
"17227" 63 19 39 18 28 12 3 41
"17228" 18 12 0 0 4 0 13 27
"17229" 17943 15602 19918 16860 16856 22514 19738 30719
"17230" 18865 14625 17495 18361 23948 26564 17216 15716
"17231" 590 454 542 604 691 795 1041 838
"17232" 2932 3379 6863 5581 6027 4907 3687 3483
"17233" 5543 6692 7389 5505 3866 5704 5491 5837
"17234" 1278 1931 1242 1212 2424 2699 2132 1340
"17235" 10 1 0 0 0 0 1 0
"17236" 18 7 0 0 0 0 12 11
"17237" 3840 3833 5960 6726 4659 4432 4329 4498
"17238" 118 79 141 167 135 231 106 118
"17239" 1108 1089 406 746 875 1078 607 992
"17240" 360 602 281 218 384 275 205 472
"17241" 1004 882 1288 1097 948 914 835 518
"17242" 0 0 15 6 0 0 0 0
"17243" 2507 2338 2823 2644 2787 2459 2905 2534
"17244" 1300 1701 1539 1345 942 993 1180 1188
"17245" 0 0 3 0 0 1 0 0
"17246" 312 544 335 379 550 333 504 596
"17247" 5143 7839 8656 7748 7489 9309 6580 5398
"17248" 3276 4317 3393 3763 4126 3771 3255 2883
"17249" 6652 5839 8654 7546 5560 7791 4867 5283
"17250" 460 568 550 428 1309 1798 638 590
"17251" 9124 7942 8811 5585 10923 13228 8992 8422
"17252" 644 409 841 716 666 749 644 1058
"17253" 2040 2310 3094 4047 4892 3996 2967 2847
"17254" 9 38 48 44 52 58 45 63
"17255" 3353 3389 2285 3276 3355 3184 3769 5616
"17256" 693 692 744 596 1275 1114 898 714
"17257" 687 896 1069 985 1065 1276 827 1083
"17258" 91 94 285 230 85 104 99 109
"17259" 275 204 38 17 90 105 107 90
"17260" 2012 1866 993 1103 1758 1724 1402 1364
"17261" 0 0 3 8 5 11 0 0
"17262" 228 148 299 234 117 123 130 59
"17263" 15 19 10 32 50 35 14 16
"17264" 885 1196 448 443 844 919 1202 722
"17265" 0 0 19 12 18 18 6 10
"17266" 59 42 101 154 20 50 86 98
"17267" 1742 1279 1197 1803 2190 1477 1314 660
"17268" 207 115 128 145 180 208 109 100
"17269" 509 642 722 704 419 432 689 471
"17270" 2064 2379 1732 1855 2795 2246 1674 1037
"17271" 530 339 781 938 1047 1156 1108 878
"17272" 703 937 560 495 1179 1047 695 737
"17273" 8166 7532 12514 10116 9730 7836 8154 9359
"17274" 3713 2382 1996 3118 1229 1088 3279 3535
"17275" 114 89 109 97 92 73 17 35
"17276" 2854 2863 2612 2148 2167 1854 2329 2441
"17277" 3051 3446 4926 6013 6173 7721 3776 5341
"17278" 1270 1236 1357 947 964 1347 1253 1069
"17279" 157 169 293 233 186 363 249 223
"17280" 2593 2580 2137 2036 3020 2552 3283 2308
"17281" 15 24 21 9 5 8 53 20
"17282" 257 294 503 640 208 235 374 260
"17283" 294 487 602 534 208 257 508 422
"17284" 3020 4213 1556 2302 2094 2410 2368 2196
"17285" 1250 1273 1682 1423 782 517 675 919
"17286" 258 373 233 224 283 425 152 199
"17287" 2396 2732 4798 5095 2596 3275 1761 2238
"17288" 4823 4926 6399 4152 5072 3631 4694 4583
"17289" 4209 5241 3166 3137 5504 4790 3611 3379
"17290" 1277 1748 2410 2120 1139 1169 1705 1764
"17291" 580 275 865 807 207 227 436 346
"17292" 910 1150 1316 1397 1009 1206 433 488
"17293" 3951 3548 4558 4615 5810 6053 4829 4294
"17294" 2165 1974 1294 1239 1213 1541 1342 2265
"17295" 1398 868 1350 1373 1103 800 764 1002
"17296" 2333 2467 2413 2235 2417 2071 2360 2348
"17297" 139 127 40 44 115 155 265 251
"17298" 454 506 545 458 607 492 386 378
"17299" 2727 2533 2203 3374 2028 2055 3418 3717
"17300" 1452 1176 379 476 715 755 589 782
"17301" 177 139 125 171 92 101 97 83
"17302" 627 576 823 1089 482 861 808 965
"17303" 402 279 331 214 322 429 202 150
"17304" 5911 5577 2161 2372 2014 2168 2674 2534
"17305" 142 225 83 128 171 101 166 131
"17306" 3026 2614 6826 4671 3300 3321 3250 3768
"17307" 320 170 375 442 216 342 441 504
"17308" 19233 12273 18464 17684 18138 17686 16661 21956
"17309" 0 0 43 19 8 53 66 69
"17310" 1237 2081 1414 1441 1944 1652 1426 1498
"17311" 2639 2963 6076 6646 5725 4536 11732 9564
"17312" 1327 1719 1199 1528 706 1239 1136 1267
"17313" 1259 1276 1313 784 2202 1224 1837 1594
"17314" 6692 3781 8426 3913 11205 11926 6044 4522
"17315" 1861 2043 1856 1849 1152 1313 1553 1627
"17316" 3308 3166 2769 3057 2270 3425 4315 3846
"17317" 21 14 5 28 97 105 31 24
"17318" 3044 2172 1562 1611 2210 1951 1675 2039
"17319" 67 37 44 103 85 24 51 16
"17320" 501 194 328 337 208 257 468 668
"17321" 90 100 133 174 236 154 98 75
"17322" 9 27 38 27 0 0 96 104
"17323" 1958 1476 1280 1581 1996 2239 2412 2173
"17324" 315 342 273 277 244 181 358 134
"17325" 46 86 18 10 69 65 16 20
"17326" 12359 10010 7859 10666 7228 9355 8768 7898
"17327" 226 79 15 56 40 25 192 113
"17328" 13 43 0 0 11 4 8 34
"17329" 169 236 203 211 290 242 239 371
"17330" 73 120 111 90 62 82 103 70
"17331" 1556 1833 2469 2675 2643 2316 2967 2671
"17332" 6179 4325 3897 4204 5270 3690 3989 6083
"17333" 211 192 138 146 72 228 166 224
"17334" 0 0 4 14 5 9 0 12
"17335" 2574 3013 2701 2930 4589 4582 3939 4155
"17336" 4713 4911 6792 6629 7606 5797 5424 5246
"17337" 41 35 23 26 32 6 10 28
"17338" 87 92 262 135 114 72 30 42
"17339" 150 93 216 161 164 171 94 65
"17340" 6059 4829 4732 5464 3809 4103 6101 5849
"17341" 802 558 461 531 865 1013 839 532
"17342" 1308 1305 1973 1470 1925 1742 830 1538
"17343" 4 8 15 21 25 29 20 20
"17344" 3 1 2 12 5 6 7 16
"17345" 1342 1076 482 587 1374 1111 842 507
"17346" 651 430 393 445 693 479 694 889
"17347" 1722 2245 1599 2004 2202 2260 3060 2627
"17348" 7618 7745 8555 10331 9357 10494 6578 7581
"17349" 504 508 676 702 1362 1185 1245 1156
"17350" 206 292 215 215 227 314 147 108
"17351" 650 428 414 498 407 304 242 289
"17352" 2280 3203 3066 2663 2987 2613 4409 4075
"17353" 1317 1134 1002 810 951 949 542 456
"17354" 259 500 414 424 209 199 620 699
"17355" 2364 2492 2926 1832 2687 3230 1901 2625
"17356" 281 331 148 251 671 706 642 711
"17357" 661 492 661 492 411 501 752 574
"17358" 80 31 48 109 295 279 208 126
"17359" 240 139 240 173 305 232 333 365
"17360" 3775 4772 4645 5298 4924 3777 2799 2280
"17361" 5171 4159 6836 10339 9007 7792 7782 6308
"17362" 0 0 0 0 6 9 0 0
"17363" 573 670 553 479 913 760 791 762
"17364" 622 753 718 838 918 1107 197 412
"17365" 778 546 696 636 806 1229 827 822
"17366" 3904 3185 4522 5221 3515 2835 4246 4515
"17367" 7386 5793 4553 5003 5286 5142 6098 6675
"17368" 0 0 2 0 3 0 9 9
"17369" 95 259 192 184 58 22 30 21
"17370" 63 142 164 164 140 66 47 78
"17371" 36 33 9 5 1 3 78 66
"17372" 4290 5193 5340 5293 2760 3501 3481 3386
"17373" 1011 1237 2127 1728 1164 1647 1700 1932
"17374" 1182 953 834 595 621 778 812 1068
"17375" 14 22 33 27 17 10 7 6
"17376" 18 34 20 32 90 17 11 4
"17377" 0 0 0 0 1 3 5 1
"17378" 51 33 220 247 82 118 18 26
"17379" 5463 5431 8044 7610 7899 9484 7281 8078
"17380" 475 343 505 238 341 196 171 230
"17381" 312 486 552 706 533 637 553 684
"17382" 195 213 193 83 251 309 84 157
"17383" 16681 18999 9555 9386 20116 19346 19605 19061
"17384" 247 486 304 383 334 301 295 450
"17385" 6313 6881 5371 4690 7483 5518 8507 8039
"17386" 203 228 250 203 242 192 100 66
"17387" 1489 884 1117 1155 940 1052 1054 1100
"17388" 1584 1068 477 400 768 827 1208 770
"17389" 4692 3575 7507 4553 6789 4955 3520 3792
"17390" 7628 8111 6636 7877 7864 7822 4539 5568
"17391" 3901 3058 2866 2993 3692 2882 2945 3052
"17392" 36 16 89 90 56 56 75 47
"17393" 21 52 54 47 18 17 5 9
"17394" 29 31 40 27 27 36 56 49
"17395" 43 48 140 102 118 105 22 11
"17396" 4856 3839 4684 6305 8110 5882 5033 6066
"17397" 299 279 583 524 443 424 221 289
"17398" 8094 5368 9791 7488 7510 6487 7728 7073
"17399" 307 273 252 165 164 190 103 108
"17400" 654 696 691 700 820 666 586 460
"17401" 1007 842 1198 1029 794 788 1232 969
"17402" 41 38 136 111 108 44 24 17
"17403" 81 87 89 87 117 39 104 43
"17404" 9651 9215 10723 8050 11397 10934 9599 8519
"17405" 247 357 247 409 435 530 298 243
"17406" 4660 5231 5174 6364 6387 5937 7989 4925
"17407" 770 536 546 485 565 567 251 372
"17408" 355 373 142 70 400 406 320 186
"17409" 11 21 5 14 8 0 3 2
"17410" 1341 833 816 1090 1041 1185 1849 1605
"17411" 72 47 54 142 40 25 24 43
"17412" 3882 3627 2616 3432 2221 2397 4964 3518
"17413" 591 728 858 597 836 1003 1098 955
"17414" 606 473 1129 790 788 888 659 1183
"17415" 6646 6822 7144 6282 6146 6775 8330 7070
"17416" 7441 6323 7183 6439 8401 9131 7088 7478
"17417" 3002 2418 2997 3729 1750 2042 2454 1750
"17418" 30 34 113 157 13 41 139 90
"17419" 3600 3981 3078 3187 4150 4865 5302 4561
"17420" 43 68 41 55 103 110 41 64
"17421" 8 5 16 15 40 23 9 10
"17422" 871 435 521 375 605 295 194 246
"17423" 1075 2255 1474 1336 1464 857 1278 1496
"17424" 120 176 164 162 189 407 115 125
"17425" 5654 7751 7677 5659 7197 6955 4896 7046
"17426" 427 459 292 341 525 404 147 358
"17427" 5066 3774 4287 4010 4283 5182 4932 4358
"17428" 3812 4106 4294 4874 3957 4317 3496 3693
"17429" 1529 1184 1515 1110 1460 1765 1555 752
"17430" 96 58 29 44 135 83 76 72
"17431" 1376 1525 998 989 1942 2201 1495 1131
"17432" 631 633 476 760 195 504 852 528
"17433" 121 118 343 287 58 100 198 183
"17434" 1314 1133 2104 1795 1043 952 1754 1210
"17435" 77 82 34 58 65 56 194 132
"17436" 1606 1314 1443 1657 2028 1742 2058 1411
"17437" 916 1319 1213 1415 1770 1690 1146 1173
"17438" 1199 1029 913 1065 1583 956 1367 750
"17439" 4299 4675 3260 3056 2137 2859 4144 3520
"17440" 2322 2599 2730 4219 2247 2637 3820 2629
"17441" 1908 1964 1776 1738 1509 971 2478 3004
"17442" 578 571 504 588 510 510 513 496
"17443" 605 561 295 225 870 809 550 383
"17444" 561 403 929 795 1004 765 775 762
"17445" 4 26 22 14 81 59 24 74
"17446" 2 2 2 4 25 13 6 4
"17447" 771 860 532 771 1080 563 718 792
"17448" 468 271 280 242 153 206 115 173
"17449" 107 162 405 251 197 454 131 116
"17450" 1468 1296 1865 2155 1125 1335 1282 1501
"17451" 3071 3073 3779 4147 4976 3628 6083 4956
"17452" 2812 2326 1332 1548 2438 2801 2273 2090
"17453" 2040 1658 3192 3623 2009 1786 2622 2798
"17454" 92 121 218 94 89 95 150 121
"17455" 1374 1080 835 1236 1691 1822 756 869
"17456" 1540 1261 1105 1234 1985 1650 1806 3192
"17457" 134 101 223 435 88 64 245 180
"17458" 18 21 36 19 134 107 152 133
"17459" 480 553 697 482 798 891 423 402
"17460" 144 62 308 247 379 520 146 130
"17461" 236 251 415 367 317 316 98 139
"17462" 59 43 4 12 0 0 12 27
"17463" 1608 2187 1583 1847 2062 2145 1620 1738
"17464" 4114 3961 2960 3040 2567 2819 1896 2840
"17465" 191 196 182 134 290 225 411 782
"17466" 3763 3267 4882 5086 3335 4052 6595 6306
"17467" 963 1079 620 1007 2076 1373 730 558
"17468" 34 30 54 60 40 21 8 36
"17469" 1217 1098 1257 1381 1069 1202 1261 1440
"17470" 681 508 1039 1070 1083 1072 906 725
"17471" 9798 12318 9999 10312 11107 13157 9789 16592
"17472" 10850 10438 14896 14380 9971 10000 11827 15139
"17473" 492 438 171 173 322 242 324 589
"17474" 134 72 381 455 298 384 224 296
"17475" 929 693 594 848 786 758 685 834
"17476" 5 1 78 42 50 52 14 20
"17477" 233 215 28 63 13 44 72 153
"17478" 55 48 0 0 62 53 13 4
"17479" 3761 3903 3709 3903 5596 6588 3725 4633
"17480" 309 317 60 97 139 164 277 278
"17481" 232 250 345 250 291 541 167 199
"17482" 142 114 66 71 58 78 83 68
"17483" 1 3 0 0 2 1 0 0
"17484" 5045 2606 1520 1585 1990 2702 3293 3803
"17485" 125 66 151 164 78 42 362 339
"17486" 16156 16150 20164 18040 13012 12973 14439 10647
"17487" 6533 6230 6716 5205 4444 5901 8703 5369
"17488" 26 112 59 87 124 56 90 56
"17489" 246 307 145 158 135 125 179 225
"17490" 13 18 10 30 5 4 9 9
"17491" 55 86 92 72 218 196 70 161
"17492" 522 322 160 186 123 137 267 226
"17493" 2926 3625 1838 1778 2376 3007 3439 4833
"17494" 6047 6559 9492 9538 8039 8023 8434 6957
"17495" 114 154 165 116 202 136 112 103
"17496" 640 598 611 469 483 838 916 1060
"17497" 182 98 72 36 133 123 52 57
"17498" 84 96 112 89 32 34 126 222
"17499" 978 770 955 1012 698 738 764 1388
"17500" 591 429 535 418 585 546 413 675
"17501" 406 346 609 439 433 372 1189 956
"17502" 1743 1440 1623 1811 1949 2049 1467 1452
"17503" 302 208 176 146 92 130 177 116
"17504" 8549 6551 5112 4933 4713 5005 4574 4407
"17505" 1448 2121 2629 2621 2931 3076 2457 1955
"17506" 6794 7149 6265 5819 5927 5772 4594 5417
"17507" 111 107 80 140 103 125 158 144
"17508" 96 59 220 173 113 138 76 137
"17509" 9090 7938 10404 10256 8609 8363 9838 10056
"17510" 101 80 91 55 108 106 49 45
"17511" 1606 1757 1746 2019 1776 1674 2230 2261
"17512" 1762 1333 1140 1770 1363 1219 901 1244
"17513" 6073 6145 5609 4921 5605 5687 4690 4585
"17514" 99 110 88 183 51 153 76 86
"17515" 506 368 343 361 190 249 525 674
"17516" 1896 2063 1765 1432 1527 1590 2392 1834
"17517" 382 160 156 124 219 91 253 131
"17518" 464 475 404 478 524 538 378 380
"17519" 2953 5366 4271 4411 4592 4472 4462 3564
"17520" 209 295 322 187 328 189 148 129
"17521" 794 663 439 461 239 430 533 388
"17522" 166 103 318 209 155 115 152 256
"17523" 721 707 828 608 885 1040 722 687
"17524" 198 129 103 82 64 40 89 65
"17525" 281 212 280 326 413 766 560 763
"17526" 18 12 43 30 88 46 67 120
"17527" 652 843 553 748 776 766 866 882
"17528" 962 1223 1050 1482 926 1575 1331 1110
"17529" 16 29 29 16 69 47 44 16
"17530" 17801 15358 18867 17330 12727 13167 11785 12875
"17531" 70 44 8 2 21 30 80 32
"17532" 244 266 283 176 217 226 139 143
"17533" 126 201 135 276 263 530 151 200
"17534" 88 80 132 216 111 49 197 144
"17535" 378 197 246 275 276 357 300 244
"17536" 233 422 386 260 582 507 241 247
"17537" 33 48 76 83 42 28 3 7
"17538" 852 1052 1281 1264 778 1030 1466 1365
"17539" 9 0 0 0 11 16 30 62
"17540" 3154 2498 5061 3742 5057 4324 4096 3837
"17541" 2768 2566 2836 3648 5895 5819 4959 3257
"17542" 520 681 568 337 548 1602 462 558
"17543" 602 578 845 792 531 678 544 600
"17544" 257 320 265 224 1135 899 612 669
"17545" 1841 1669 2059 1491 2468 2862 2408 1772
"17546" 931 518 905 989 562 795 484 515
"17547" 3232 3398 3454 3630 2988 3089 3598 3731
"17548" 1545 1252 1079 830 1026 959 882 1186
"17549" 950 1364 1282 1288 1007 1023 1120 1367
"17550" 4106 3445 1507 1906 4482 4528 2849 3341
"17551" 9347 14426 10350 7809 8551 8836 9032 13909
