"TP1_1" "TP1_2" "TP1_3" "TP1_4" "TP1_5" "TP2_1" "TP2_2" "TP2_3" "TP2_4" "TP2_5" "TP3_1" "TP3_2" "TP3_3" "TP3_4" "TP3_5" "TP4_1" "TP4_2" "TP4_3" "TP4_4" "TP4_5"
"gene_17584" 79 69 82 78 116 51 72 68 48 76 56 87 98 78 94 94 128 76 105 127
"gene_17585" 3676 2688 3000 3571 3029 2424 2388 1915 2489 2025 2219 1501 2087 1954 1819 1964 1763 2134 2438 1896
"gene_17586" 9189 10604 11225 12036 10809 13263 11603 13006 12025 12496 8604 8707 9661 9936 8463 14261 15564 11922 15633 13343
"gene_17587" 766 732 478 568 750 425 462 295 530 672 626 441 461 378 681 191 547 421 337 306
"gene_17588" 968 566 459 856 643 525 522 601 606 516 1266 1047 864 1144 923 688 582 690 553 520
"gene_17589" 622 636 606 375 484 1024 1235 753 1114 758 226 254 254 337 172 236 709 689 396 618
"gene_17590" 12303 10610 11550 10783 10481 12495 12409 15812 11102 11965 8612 10178 12874 9866 12975 13495 11425 15776 10390 13457
"gene_17591" 460 543 838 513 402 572 386 653 446 580 505 636 343 374 798 788 674 596 755 623
"gene_17592" 85 122 69 84 99 0 0 0 0 0 11 11 21 4 2 14 26 14 14 17
"gene_17593" 8719 11307 9353 8845 8770 7909 6352 8243 6363 6370 8530 9450 9267 8307 9052 9243 9493 10735 9699 10623
"gene_17594" 32 36 25 31 34 40 48 20 46 17 44 46 18 37 19 4 10 0 5 6
"gene_17595" 2910 2798 2923 3281 3360 3179 3064 3315 3151 2686 2184 1277 2201 1791 1646 4075 3012 2369 2695 3312
"gene_17596" 4119 4559 5365 5378 4578 3980 4355 5719 5084 5065 5231 4445 4684 4922 5532 4736 4342 5108 5451 4989
"gene_17597" 257 379 402 375 347 415 470 475 513 519 252 252 372 323 360 502 770 535 652 554
"gene_17598" 56 66 72 39 41 61 105 50 74 91 151 187 74 142 127 47 56 54 72 92
"gene_17599" 2321 1959 2225 2512 1736 2420 2591 1914 1712 1749 2291 2420 1873 1716 1862 2187 2279 2039 2165 1924
"gene_17600" 20 22 6 12 10 15 23 39 37 11 14 8 6 18 18 7 14 10 14 10
"gene_17601" 50 122 55 71 51 20 28 50 22 21 69 93 98 96 55 18 41 42 65 56
"gene_17602" 402 457 375 438 403 642 426 564 439 585 784 797 595 589 870 571 483 380 561 479
"gene_17603" 73 85 72 82 64 364 251 502 431 367 208 212 256 234 158 108 163 105 158 128
"gene_17604" 387 442 458 306 352 402 391 427 348 359 585 713 692 489 534 436 495 571 309 377
"gene_17605" 35 32 23 18 29 41 126 92 29 75 63 76 37 75 50 44 24 12 45 29
"gene_17606" 29 20 14 44 23 20 21 17 20 9 0 0 0 0 0 9 16 14 10 10
"gene_17607" 2647 2526 2817 2907 2700 2676 2463 2215 2425 2900 1434 1325 2237 1421 1439 2967 2560 2851 3055 2649
"gene_17608" 20 21 39 46 26 20 9 13 22 4 54 46 19 37 25 3 3 4 0 4
"gene_17609" 2802 2752 2710 2657 3417 1909 1326 1201 1608 1371 3307 2614 1872 2229 2710 2211 2798 2482 2838 2701
"gene_17610" 0 2 2 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_17611" 465 416 536 524 738 357 496 449 374 434 716 883 803 719 710 628 621 443 384 528
"gene_17612" 440 622 559 465 621 565 579 574 555 639 582 306 386 493 614 290 551 356 401 410
"gene_17613" 602 285 434 318 336 84 111 84 107 80 198 202 135 130 190 39 195 180 80 103
"gene_17614" 94 65 83 66 49 0 11 1 0 2 4 8 10 11 8 0 0 0 0 0
"gene_17615" 499 508 522 675 673 828 858 872 564 1309 407 560 612 301 469 1051 1238 1249 769 990
"gene_17616" 8824 9212 8476 9050 8609 8612 7781 6252 7084 8440 5217 6901 9269 7007 6681 7773 6997 7582 8077 8317
"gene_17617" 934 834 1090 1100 987 1085 1111 848 1067 900 596 944 1274 453 1034 1003 1177 1151 700 1011
"gene_17618" 1076 659 571 759 602 253 326 260 414 382 188 87 150 131 149 328 465 498 376 406
"gene_17619" 1182 1650 1230 1559 1281 1993 1914 1622 1959 2344 1186 1226 590 829 943 2186 1638 1997 1700 2133
"gene_17620" 49 162 129 94 57 149 233 185 193 171 343 341 361 320 312 230 267 149 199 279
"gene_17621" 4120 4059 4074 3587 4443 3152 2708 2493 1852 3647 2623 2510 5313 3629 3596 2995 3578 2673 3017 3740
"gene_17622" 6 0 4 0 4 4 0 23 2 1 0 0 0 0 0 1 0 4 4 2
"gene_17623" 540 629 738 773 588 603 516 794 592 570 487 455 487 475 529 233 323 370 369 329
"gene_17624" 7651 6829 5723 7996 7713 6375 6180 6489 7375 6257 5074 4675 5286 4671 4183 8317 8841 8195 9195 9625
"gene_17625" 5675 3425 6652 5202 4879 5069 5025 4532 5010 5120 4351 3866 4191 4564 4078 4333 4587 4147 4706 4735
"gene_17626" 35 35 50 13 37 24 51 32 89 61 7 14 47 19 11 11 46 76 68 8
"gene_17627" 105 158 111 159 129 291 241 194 345 204 79 218 124 82 61 165 148 154 122 113
"gene_17628" 413 369 393 449 446 215 199 205 170 217 516 524 435 438 653 110 134 208 134 123
"gene_17629" 931 1004 1150 1040 1039 1121 1275 1355 1253 1269 1278 886 1058 913 828 1924 1598 1899 1801 2125
"gene_17630" 460 416 535 601 582 489 586 423 630 474 882 835 566 900 693 396 764 572 513 430
"gene_17631" 71 150 86 83 124 31 33 42 30 40 39 60 56 35 37 28 34 30 41 28
"gene_17632" 2840 3253 2561 2260 2588 3204 2741 2602 2601 2728 2454 2072 2681 2432 2411 2546 3376 2759 2659 2857
"gene_17633" 1360 1849 1342 1438 1620 1636 1533 1097 986 1912 2185 1764 1728 1544 1973 1116 1190 1383 1286 1288
"gene_17634" 95 87 70 112 61 99 92 119 78 80 95 194 137 161 277 69 69 144 65 125
"gene_17635" 2721 2173 2845 3206 3173 3267 4142 3524 3729 3461 3845 5374 4180 4791 4670 3480 2190 2581 2876 1629
"gene_17636" 0 0 0 0 0 25 18 20 33 30 4 18 20 6 1 3 5 18 2 5
"gene_17637" 317 252 280 220 325 514 462 347 453 400 260 294 136 234 187 274 280 263 316 387
"gene_17638" 1517 1424 1727 1529 1738 1129 1366 930 1264 1864 1858 1934 1967 1919 1974 965 1479 1201 1233 1562
"gene_17639" 2138 1697 1705 1830 2134 881 1009 802 1102 899 797 756 578 850 681 1313 1396 1389 1024 1204
"gene_17640" 4453 3010 3924 2912 3922 3025 3073 3160 3053 2889 3847 3484 3762 4034 3509 4388 3391 3920 3826 2965
"gene_17641" 59 121 108 166 131 0 0 0 0 0 26 61 42 44 55 72 54 84 58 112
"gene_17642" 949 2070 1491 1355 1296 962 1053 1313 1251 1080 1792 1989 1447 1526 1687 883 1350 1131 1287 1102
"gene_17643" 112 140 174 97 112 200 202 194 139 207 128 123 85 116 72 58 95 76 126 95
"gene_17644" 1947 2178 2165 1780 2305 2195 3310 1854 2639 2026 2403 2122 1844 1797 2215 1541 898 1776 1444 1038
"gene_17645" 190 132 174 201 161 247 225 237 144 363 129 177 168 125 209 278 199 228 195 172
"gene_17646" 2001 1297 2014 2041 1736 1467 1350 1528 1171 1763 1615 1441 1390 1650 1737 1143 1416 1338 1555 1628
"gene_17647" 1440 879 1044 729 2092 1961 1855 1296 1821 1767 2045 1977 1625 2124 1809 1580 1323 1887 1404 1349
"gene_17648" 289 247 279 311 306 281 230 371 274 250 336 274 274 305 240 122 147 129 162 141
"gene_17649" 1087 983 980 976 925 731 746 646 517 868 2303 1686 1662 1576 1470 879 619 607 690 585
"gene_17650" 2 10 18 18 8 4 1 5 3 0 0 0 0 0 0 0 0 0 0 0
"gene_17651" 915 987 978 817 1007 734 801 833 745 736 941 850 743 929 793 772 568 725 741 712
"gene_17652" 4178 3759 3829 3355 3572 3327 3925 4141 4286 3968 2494 2440 3013 3602 2977 2059 2005 2162 2007 2177
"gene_17653" 536 600 855 981 773 577 503 356 523 514 1321 1080 1152 1291 992 851 535 504 455 1187
"gene_17654" 838 545 986 975 978 1705 1273 972 1250 1057 627 943 1041 757 738 1319 1652 1471 2037 1804
"gene_17655" 5076 5246 5214 4602 5297 5730 3295 3268 4843 4056 4777 4827 7021 4726 5371 4193 4100 5017 5096 4417
"gene_17656" 32 47 43 22 35 223 227 125 56 65 20 16 56 33 34 83 53 65 76 67
"gene_17657" 1399 723 1542 1065 846 1103 1566 1034 1233 1459 1124 888 1003 1429 939 1052 1540 1480 1364 1598
"gene_17658" 4 8 2 0 10 45 26 28 44 19 2 4 1 10 1 3 4 3 4 6
"gene_17659" 6529 7783 6224 7635 5853 6152 6576 5842 5825 6217 10839 8940 8734 9481 7007 5626 9104 8135 8986 7749
"gene_17660" 2156 1940 1839 1819 1730 1838 1609 1596 1815 2139 2252 2119 2039 1680 2410 2222 1381 855 1916 1884
"gene_17661" 123 171 139 143 77 302 478 319 341 303 428 384 353 394 361 116 128 106 74 89
"gene_17662" 23 24 6 18 24 3 23 11 25 8 25 22 27 11 13 86 52 69 64 22
"gene_17663" 183 137 242 242 288 150 151 216 223 121 512 367 261 204 196 235 159 278 190 195
"gene_17664" 65 26 46 50 46 33 16 34 35 60 26 48 32 25 48 20 17 15 18 22
"gene_17665" 2 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"gene_17666" 407 197 219 155 123 201 162 211 197 141 142 252 304 394 304 297 327 246 368 354
"gene_17667" 4143 4306 3952 4247 4521 2743 2485 2838 2156 2814 5439 3536 5630 4856 8240 6220 5762 6057 5596 6062
"gene_17668" 1456 974 1044 1164 674 636 1043 766 456 802 1214 1257 755 701 881 955 1224 1057 998 1101
"gene_17669" 156 246 220 57 96 17 46 48 25 35 242 212 184 293 159 188 120 71 168 120
"gene_17670" 130 154 133 106 230 180 275 232 417 321 263 246 209 288 220 220 264 411 361 413
"gene_17671" 457 550 539 456 641 267 377 288 366 389 444 555 672 439 448 381 284 235 532 394
"gene_17672" 1 12 3 3 0 3 2 4 1 0 0 0 0 0 0 6 6 3 3 0
"gene_17673" 1822 2718 2262 2783 3240 1983 2028 2760 1872 2009 2373 2317 2350 3239 1998 2475 2459 1833 2076 2877
"gene_17674" 424 374 536 368 558 198 87 94 192 107 90 86 97 89 104 237 179 310 241 310
"gene_17675" 302 353 404 314 399 371 431 350 300 475 415 419 584 646 578 306 730 606 814 587
"gene_17676" 4787 4592 3763 4314 4740 2512 3873 4585 3321 3340 4038 4129 5498 5142 4513 3934 3495 2733 3489 4016
"gene_17677" 276 234 126 159 284 97 146 135 129 113 259 198 320 196 127 99 108 99 107 89
"gene_17678" 607 385 518 604 439 142 122 87 136 178 420 430 329 459 276 317 282 250 237 212
"gene_17679" 250 179 224 385 204 996 415 638 766 920 767 587 423 507 601 817 737 643 625 811
"gene_17680" 450 566 612 663 899 920 651 947 551 688 1603 1516 1319 1304 1138 662 705 522 605 462
"gene_17681" 143 156 271 171 218 90 122 74 84 78 245 297 323 202 328 106 207 305 149 124
"gene_17682" 121 36 94 103 156 59 200 40 116 38 139 66 92 176 64 94 99 75 93 95
"gene_17683" 17 17 13 13 15 32 28 14 25 32 54 40 49 45 32 201 104 191 124 99
"gene_17684" 31 57 76 86 83 141 150 125 125 101 116 64 88 72 89 98 96 56 46 82
"gene_17685" 527 833 604 1021 870 778 661 925 1015 970 687 441 834 764 792 1017 782 1113 983 772
"gene_17686" 32 12 30 6 13 43 6 7 30 17 46 20 46 41 18 12 2 11 21 18
"gene_17687" 0 0 0 0 0 8 18 22 18 14 6 0 1 2 1 8 10 9 7 8
"gene_17688" 993 843 894 458 752 618 805 724 647 860 1022 756 897 717 681 1127 760 888 849 908
"gene_17689" 331 388 268 424 436 192 188 201 253 191 156 117 78 98 77 388 433 292 386 350
"gene_17690" 318 618 315 213 201 281 452 239 240 163 66 71 94 115 195 161 95 159 95 110
"gene_17691" 726 478 527 585 784 641 659 583 452 633 1005 694 596 643 650 826 914 446 760 551
"gene_17692" 491 454 374 571 391 647 699 409 564 538 326 348 343 188 249 388 325 360 409 465
"gene_17693" 68 80 59 81 96 28 70 49 98 71 44 63 33 17 45 35 90 89 76 114
"gene_17694" 11 31 10 4 3 17 9 9 13 8 29 24 16 27 23 2 2 1 7 2
"gene_17695" 1702 1305 1458 1573 1580 2066 1514 2004 1641 1878 1993 1436 1965 2034 1597 1499 1819 858 638 1435
"gene_17696" 340 312 311 328 397 174 235 127 233 129 157 215 137 243 143 176 148 150 85 275
"gene_17697" 1911 1638 1638 1718 1739 1256 1512 1503 1512 1920 3401 3250 3865 3558 3564 1679 1396 1302 1432 1914
"gene_17698" 920 963 927 862 646 548 499 592 669 632 687 846 1002 890 752 563 729 532 733 776
"gene_17699" 462 238 278 361 325 443 435 611 419 516 850 498 927 745 1122 520 618 644 591 661
"gene_17700" 899 876 807 726 1106 605 632 797 657 515 918 1086 1121 1015 815 1007 753 1084 736 1052
"gene_17701" 8389 7456 10691 8023 6515 7077 6358 6074 5923 6610 6820 6888 5687 6869 5594 6369 8212 6964 8409 7200
"gene_17702" 25358 23315 21929 23733 31581 17894 17838 19666 14930 19006 18263 18176 18521 16896 14911 18687 20077 21093 18698 21751
"gene_17703" 2849 3046 3058 3121 2591 2422 2667 2693 2478 2636 3536 2360 2133 3043 2570 2389 2527 1998 2201 2698
"gene_17704" 10060 12403 12116 14000 10797 13294 13744 13713 12809 14039 14605 12437 19458 10377 15832 14260 11076 10822 13327 12297
"gene_17705" 107 96 131 92 157 16 20 45 26 50 41 26 55 129 131 33 47 29 17 24
"gene_17706" 25 20 16 32 41 67 25 62 48 59 93 87 130 52 56 8 8 18 8 18
"gene_17707" 997 468 467 994 496 672 634 760 562 484 376 922 1000 826 669 597 697 493 671 464
"gene_17708" 2471 2544 2748 2196 2740 2804 3327 2868 2327 2856 3143 2831 2911 3208 2615 2335 3026 2996 2666 2979
"gene_17709" 1259 1306 1052 1589 1524 1840 2225 1862 3074 2688 2394 2507 2202 2658 2258 1539 2139 1934 2145 1904
"gene_17710" 399 392 367 348 365 705 601 566 538 680 586 504 604 453 293 510 610 380 472 459
"gene_17711" 18 33 30 23 17 19 23 10 8 31 14 32 8 4 16 33 17 18 17 14
"gene_17712" 531 549 482 430 775 224 368 233 337 312 808 397 496 429 257 152 96 120 138 167
"gene_17713" 678 600 605 698 544 392 410 239 403 325 447 402 149 248 367 540 421 478 513 321
"gene_17714" 322 239 161 249 141 150 117 127 154 172 245 249 279 417 290 188 316 310 250 206
"gene_17715" 52 81 59 32 85 45 35 60 102 34 173 113 19 71 64 63 81 80 79 89
"gene_17716" 1164 1110 950 1247 1369 1502 1557 1789 1325 1618 1068 1136 1213 1575 1359 1618 1257 1357 1564 1804
"gene_17717" 1006 1082 1033 1287 1270 1428 1559 1397 1178 1185 1416 1287 1540 1055 1249 1611 1947 2475 2476 1937
"gene_17718" 1410 1102 1764 833 1037 1849 2095 1854 1332 1424 1250 1081 1045 1036 955 1461 1359 1494 1581 1393
"gene_17719" 1078 938 1652 1203 1056 887 984 1073 969 780 805 795 958 562 603 1053 1301 743 1572 1374
"gene_17720" 132 209 205 108 120 451 292 259 276 330 225 299 151 194 197 328 243 229 364 189
"gene_17721" 3484 3492 3165 3149 3531 3462 2753 2500 3053 3805 4548 4614 4977 4744 4885 3172 3175 3662 3580 2962
"gene_17722" 222 143 161 246 147 300 287 222 234 339 576 486 464 459 516 382 433 366 551 322
"gene_17723" 1509 832 1773 1907 1487 634 664 799 563 817 1728 1033 1376 1476 905 819 854 773 599 805
"gene_17724" 742 541 539 596 661 503 317 427 432 426 175 371 308 465 352 140 192 175 193 288
"gene_17725" 349 425 455 363 456 163 206 224 112 198 101 234 175 98 267 183 343 238 274 254
"gene_17726" 1080 1378 1211 1291 1118 1075 923 708 1095 974 741 789 878 681 756 458 640 479 774 697
"gene_17727" 18 38 14 24 45 64 42 33 21 52 130 169 172 113 114 44 34 38 39 38
"gene_17728" 4346 3796 4317 3776 3815 4373 4173 4412 3617 4924 3519 4018 5330 3992 4261 5061 4871 3573 2887 4619
"gene_17729" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 12 28 6 4
"gene_17730" 1336 1716 1616 1392 1836 1701 1622 1327 1685 2060 2369 2494 1519 2262 2012 1843 905 1105 1295 1743
"gene_17731" 1450 1269 915 978 1304 446 843 559 439 932 407 380 557 802 532 1060 1128 1082 1218 1174
"gene_17732" 2944 3441 4306 2607 3311 2289 2374 2939 2207 2687 4294 4435 3064 4756 4364 1971 2478 2114 2694 2161
"gene_17733" 6868 6305 8519 7918 6468 6765 6663 6665 6515 6388 4251 5943 5031 4831 4490 5576 4751 5998 5862 6190
"gene_17734" 110 97 187 141 213 139 107 102 68 130 67 97 62 118 79 194 140 115 186 127
"gene_17735" 174 144 61 117 155 211 125 256 241 197 159 236 167 213 262 60 79 93 66 93
"gene_17736" 111 78 52 53 65 24 13 12 31 37 28 42 73 60 46 44 84 89 116 48
"gene_17737" 850 1148 1069 939 954 1241 1230 1256 1491 783 1107 1106 1221 1177 1090 1397 1167 1396 1406 1415
"gene_17738" 971 750 519 768 1531 286 540 353 600 306 570 586 687 536 517 776 640 672 1013 785
"gene_17739" 8 22 8 9 12 4 13 2 4 8 12 5 11 4 6 2 7 15 10 6
"gene_17740" 8734 8381 8331 8403 9602 9857 10018 10300 10569 9778 7291 6619 8021 8892 6897 8459 11689 10879 9406 9327
"gene_17741" 5020 3927 3737 4566 3133 2984 3507 3057 2791 2273 2261 2431 2799 2985 2202 3060 4200 3410 3432 3103
"gene_17742" 249 239 192 107 267 179 133 170 212 119 102 76 125 87 89 156 310 205 217 125
"gene_17743" 3662 4813 4219 4354 2670 3717 4086 2899 4046 4626 4659 5011 3555 4531 4029 3283 3396 2812 4561 3441
"gene_17744" 392 309 375 345 232 168 196 230 263 104 167 188 109 95 120 114 149 78 200 113
"gene_17745" 227 173 171 206 206 327 368 454 308 157 134 163 249 132 201 247 121 223 245 258
"gene_17746" 638 555 594 443 801 596 571 734 532 650 667 423 518 603 607 472 629 401 478 380
"gene_17747" 141 120 189 165 225 363 169 290 224 195 264 338 257 213 298 143 196 225 169 217
"gene_17748" 81 81 185 82 60 42 61 26 48 72 53 82 52 68 35 41 50 34 26 28
"gene_17749" 353 300 326 379 370 858 674 1066 1189 1092 690 858 902 489 779 523 514 762 512 857
"gene_17750" 956 1023 943 1119 1320 2203 1596 1268 1815 1323 1031 784 811 1010 1142 948 845 883 919 1179
"gene_17751" 3968 4250 3749 3756 3441 4636 5275 4744 4828 6256 5628 4588 4737 4947 4558 4465 4256 5062 4053 4899
"gene_17752" 393 383 334 366 325 500 756 704 779 547 683 547 575 670 593 841 967 621 766 858
"gene_17753" 489 477 216 712 433 561 639 442 684 625 326 212 464 306 284 473 413 338 324 328
"gene_17754" 762 1107 855 907 1167 1447 1651 1693 1375 1285 1164 1327 1184 746 1061 633 686 706 757 662
"gene_17755" 7253 5716 5968 6908 5982 6149 6340 6631 6321 6059 7675 4449 6182 7467 5433 7791 7906 9183 6359 7404
"gene_17756" 828 715 732 756 815 780 814 590 696 657 515 251 408 309 229 600 713 850 665 566
"gene_17757" 644 831 839 1060 789 882 764 662 423 925 1190 940 1053 897 1442 1491 1224 1432 1427 1804
"gene_17758" 1948 2659 1652 2516 2459 2160 2004 2049 2143 1879 1652 1740 1632 1797 2102 1978 1986 2061 1971 2088
"gene_17759" 5488 6460 5350 6241 6456 6249 8082 8340 6117 4834 3589 3469 4809 4452 4717 6033 5058 4965 5524 5003
"gene_17760" 208 181 149 145 181 278 300 212 217 194 431 316 443 302 361 252 282 342 314 287
"gene_17761" 3682 4709 4139 3163 3601 3779 3450 3851 2882 2745 2615 2823 2900 3275 2737 3768 3594 4311 4122 4261
"gene_17762" 7600 6166 6488 7397 6716 8536 5309 6802 9023 8568 11421 10111 10782 10503 10279 10560 9242 12444 8249 11359
"gene_17763" 4 10 0 6 11 6 2 10 4 6 21 3 2 6 3 1 0 0 4 4
"gene_17764" 49 72 120 64 57 469 333 548 451 281 366 274 347 300 305 163 195 139 170 218
"gene_17765" 1003 848 887 958 862 529 453 729 431 681 540 516 683 736 623 962 669 586 788 641
"gene_17766" 67 90 68 105 81 57 70 88 120 79 78 118 187 59 185 74 69 59 51 44
"gene_17767" 31 38 20 31 40 30 4 12 15 10 51 59 43 52 32 53 140 79 24 127
"gene_17768" 165 149 279 207 109 188 175 188 194 150 105 30 76 82 42 265 286 203 149 188
"gene_17769" 143 134 150 116 147 91 148 193 139 222 285 411 228 256 252 86 108 122 138 73
"gene_17770" 885 925 757 966 884 1417 1604 1827 1062 1312 1205 1433 1712 1079 1317 1242 889 1173 1086 1172
"gene_17771" 627 875 759 917 991 1052 905 869 956 768 702 611 793 786 1118 730 965 795 893 738
"gene_17772" 4590 3919 4310 4249 4033 3038 3123 4358 3218 3847 6519 6529 5251 5493 5834 4019 2942 3122 3395 4513
"gene_17773" 375 752 540 1240 1024 935 1326 1623 1621 2049 720 893 1889 843 1160 929 685 676 680 685
"gene_17774" 129 106 146 134 191 198 119 221 195 187 160 114 82 235 178 172 211 185 179 195
"gene_17775" 2475 1631 1996 1648 1743 2090 1798 1681 1544 2275 1382 816 1318 1347 966 868 1078 1013 831 825
"gene_17776" 1375 1410 1311 1320 1208 834 1030 643 801 1057 777 772 616 684 585 1195 1338 1184 784 1222
"gene_17777" 1305 1720 1006 1210 1055 1273 1354 1316 1467 1321 1809 2042 1649 1773 1579 1140 1570 1882 1418 1677
"gene_17778" 2135 2209 2368 1991 1706 2605 2787 2732 2776 2739 2431 2229 2483 2709 2731 2276 2101 2295 2744 1955
"gene_17779" 2665 3084 2336 2411 3018 2080 2125 2114 1772 1962 4613 2976 4464 3419 3249 3183 3002 3072 3249 2509
"gene_17780" 3628 3142 3369 3487 3124 4983 3936 4216 3965 3973 2615 1929 2926 1850 3177 3328 3152 3700 3290 4210
"gene_17781" 5224 3838 5832 5020 4878 3551 3845 2920 3786 3450 5288 7268 5862 7095 5961 6517 6788 6434 7564 7277
"gene_17782" 13 25 8 10 4 23 59 16 6 27 72 47 67 47 77 5 11 10 13 19
"gene_17783" 82 90 19 88 119 125 56 35 48 85 156 330 430 235 105 181 392 692 441 408
"gene_17784" 5 1 7 2 1 14 33 17 55 36 8 15 35 12 11 46 17 22 26 4
"gene_17785" 1769 1849 1559 1740 1947 4021 3421 3342 3320 2694 2007 1614 1554 1267 979 1546 2138 1701 1782 1852
"gene_17786" 210 85 255 217 210 292 599 240 297 558 396 305 259 365 339 109 154 135 102 65
"gene_17787" 3268 3249 2748 3404 2909 3132 3251 2078 2823 3373 2250 2008 1896 2102 2014 2185 2852 3898 3214 2936
"gene_17788" 11817 12282 10097 10514 10796 10798 11126 11212 10843 17114 11494 9761 11722 12644 9382 15801 12808 10154 7758 12053
"gene_17789" 2747 2557 3138 2258 3471 1551 1651 1277 1253 1853 2603 2117 2042 1902 2530 1903 1916 1915 1746 1722
"gene_17790" 2356 2322 2484 2309 2608 2280 2481 1949 1940 2661 2371 2321 2167 1928 1869 2125 2161 2100 2227 2034
"gene_17791" 401 300 371 384 443 92 64 191 138 197 164 115 137 142 124 314 466 173 408 218
"gene_17792" 170 147 195 199 195 85 78 56 58 36 29 55 30 65 53 85 100 59 127 106
"gene_17793" 1671 1170 1237 1682 1299 1109 1494 1061 1077 1439 1168 1066 1317 1580 1160 1825 858 927 675 1577
"gene_17794" 0 0 0 0 0 13 16 11 3 1 0 0 0 0 0 11 11 4 18 10
"gene_17795" 2565 1595 1977 2108 1939 1247 1776 1090 1743 1316 1239 1597 1156 1103 1406 1624 1618 1486 1599 1755
"gene_17796" 4328 4325 4632 4263 3649 2675 3218 2399 2605 3536 4267 4626 4152 4641 4527 3672 2872 4948 4091 4056
"gene_17797" 4994 10060 9628 7525 9838 6819 7786 7385 7106 8099 6562 8132 6368 7066 9045 11225 7829 9056 10115 8981
"gene_17798" 4555 1921 1762 2903 2449 2167 2208 1888 1764 1991 2256 2494 2425 2304 2399 1390 1440 1153 1394 1264
"gene_17799" 989 1207 836 1136 872 799 700 951 818 850 599 685 781 1095 885 1394 1334 1738 1159 819
"gene_17800" 1902 2491 2370 2922 2476 2170 2814 2638 2389 2887 2744 2703 2733 2991 2421 2676 4243 3012 2692 3428
"gene_17801" 126 126 178 179 78 87 354 249 245 280 152 152 195 171 211 56 104 93 120 59
"gene_17802" 210 153 120 127 262 133 111 93 132 63 117 89 162 217 203 93 150 98 91 118
"gene_17803" 540 631 615 906 854 722 780 911 772 660 631 435 404 517 319 372 335 466 458 336
"gene_17804" 362 261 249 198 118 563 455 424 489 531 854 875 728 1113 600 326 283 323 247 294
"gene_17805" 5318 6728 5594 6579 4903 4146 3462 3548 3376 3522 4735 4465 4269 4674 4447 4695 3870 5515 5120 4712
