"TP1_1" "TP1_2" "TP2_1" "TP2_2" "TP3_1" "TP3_2" "TP4_1" "TP4_2"
"gene_17394" 22 15 65 38 18 20 67 27
"gene_17395" 5 23 210 164 78 135 19 25
"gene_17396" 5799 4167 5394 6399 8709 7325 5494 5604
"gene_17397" 344 461 646 533 520 496 286 246
"gene_17398" 7570 6492 7313 6726 6905 6838 7825 9791
"gene_17399" 223 257 189 330 139 156 93 121
"gene_17400" 607 546 614 383 903 591 669 338
"gene_17401" 991 895 1136 1035 901 983 804 933
"gene_17402" 20 17 79 98 78 116 32 63
"gene_17403" 66 100 71 231 94 48 38 80
"gene_17404" 9223 8858 11725 10507 11326 7275 8292 8825
"gene_17405" 278 291 192 410 500 568 482 259
"gene_17406" 4331 5048 5158 4376 5628 5901 6093 6689
"gene_17407" 410 637 653 446 1052 406 347 367
"gene_17408" 432 393 247 50 491 509 331 335
"gene_17409" 6 16 10 1 3 0 7 4
"gene_17410" 949 937 1034 896 1235 1012 2146 1280
"gene_17411" 33 48 72 49 25 29 52 25
"gene_17412" 3566 4434 2773 2824 2339 2870 4324 3373
"gene_17413" 672 664 799 785 946 672 620 897
"gene_17414" 671 621 730 1217 925 967 680 458
"gene_17415" 6851 7207 9030 5567 6675 6930 5357 7832
"gene_17416" 4979 7870 5411 8411 8049 6931 4862 5874
"gene_17417" 2924 2980 4421 2545 1836 1773 2744 2309
"gene_17418" 34 32 155 100 19 21 102 118
"gene_17419" 3857 3412 3648 3029 3927 4724 4531 5482
"gene_17420" 38 33 40 61 153 110 21 46
"gene_17421" 8 2 7 13 20 26 4 4
"gene_17422" 465 433 561 404 377 224 322 337
"gene_17423" 1946 1551 1559 1776 1143 1216 1074 1310
"gene_17424" 99 66 190 194 375 332 141 172
"gene_17425" 5566 4420 6914 6010 7914 9442 7026 8544
"gene_17426" 305 302 411 235 295 456 204 201
"gene_17427" 5034 5032 4281 5395 4411 4407 3928 4587
"gene_17428" 4016 4330 4695 4556 4822 3439 3380 4028
"gene_17429" 963 868 1485 1239 1424 1494 1258 1129
"gene_17430" 62 68 17 9 46 70 99 61
"gene_17431" 949 1455 1129 1164 1680 1824 1300 1248
"gene_17432" 683 728 641 604 356 650 579 570
"gene_17433" 136 123 344 269 52 29 333 183
"gene_17434" 1074 861 1862 2100 714 672 1729 1408
"gene_17435" 77 78 39 45 67 64 139 106
"gene_17436" 2125 1668 1652 1367 1769 2081 831 1248
"gene_17437" 861 976 929 812 1307 2096 1160 1124
"gene_17438" 1420 1110 652 896 1181 1053 1353 1081
"gene_17439" 4110 4311 3231 2996 3049 2243 3399 3184
"gene_17440" 2656 2252 3645 5126 2768 2612 3381 2187
"gene_17441" 1537 1723 1943 2029 1256 958 1887 2354
"gene_17442" 656 383 656 566 494 593 516 591
"gene_17443" 745 537 452 358 578 1083 309 772
"gene_17444" 324 577 853 854 899 956 876 896
"gene_17445" 4 7 19 1 50 56 56 42
"gene_17446" 2 5 4 8 23 23 10 2
"gene_17447" 708 847 530 463 439 625 844 800
"gene_17448" 299 265 351 255 112 128 143 135
"gene_17449" 121 86 255 249 186 166 88 29
"gene_17450" 1395 1748 1661 1536 1244 1091 1212 1354
"gene_17451" 3234 3495 3496 3820 4378 4682 5842 5830
"gene_17452" 3129 2612 1509 1515 2724 2554 1990 2109
"gene_17453" 1923 2214 2757 3017 1996 2389 2741 2809
"gene_17454" 87 170 180 128 101 102 142 137
"gene_17455" 1323 1396 1171 1251 1529 1729 1037 886
"gene_17456" 655 736 815 909 1820 1807 1754 2184
"gene_17457" 140 152 308 247 44 51 168 150
"gene_17458" 39 11 116 28 68 55 159 160
"gene_17459" 601 707 462 590 526 984 349 496
"gene_17460" 119 81 147 201 343 341 108 118
"gene_17461" 253 292 281 329 289 261 115 100
"gene_17462" 56 66 10 6 0 0 39 28
"gene_17463" 1817 2516 2038 2209 1875 2201 1143 1408
"gene_17464" 3350 3411 3632 3466 2642 2593 2926 2643
"gene_17465" 197 196 146 145 361 159 391 719
"gene_17466" 3653 3084 4577 4316 4718 4108 6022 5330
"gene_17467" 1223 960 1336 1017 1518 1643 643 596
"gene_17468" 15 41 40 46 56 14 14 5
"gene_17469" 1096 992 1555 1827 1060 841 1454 1082
"gene_17470" 663 703 997 1024 1146 991 709 835
"gene_17471" 9091 10817 7636 9667 11963 13237 8410 14092
"gene_17472" 11749 12317 15253 15196 10752 12715 13276 12267
"gene_17473" 263 411 376 173 297 212 589 487
"gene_17474" 129 130 388 435 515 459 373 319
"gene_17475" 621 716 665 818 1048 1054 722 795
"gene_17476" 8 8 29 42 41 73 28 9
"gene_17477" 450 269 51 30 39 41 178 120
"gene_17478" 45 85 0 0 64 45 7 16
"gene_17479" 3847 4486 4567 5676 5428 3689 5163 5166
"gene_17480" 323 331 70 105 212 177 336 205
"gene_17481" 303 311 228 291 246 306 106 248
"gene_17482" 130 195 35 62 80 123 108 45
"gene_17483" 10 6 0 0 3 6 2 0
"gene_17484" 2172 2573 1863 1532 2442 2158 3994 2929
"gene_17485" 173 76 118 73 51 49 161 180
"gene_17486" 18925 14193 19907 19973 14355 11725 15156 10641
"gene_17487" 6517 5758 6170 5029 4703 4134 9269 6849
"gene_17488" 71 21 54 59 100 46 73 68
"gene_17489" 407 226 123 153 84 54 75 284
"gene_17490" 18 9 40 13 2 3 9 7
"gene_17491" 94 107 88 62 186 240 123 83
"gene_17492" 382 288 316 245 178 126 309 269
"gene_17493" 3114 2787 2397 1389 2539 2956 5088 2231
"gene_17494" 7474 9120 8274 7980 7590 8372 9672 7400
"gene_17495" 165 158 92 146 225 214 158 56
"gene_17496" 278 622 711 780 765 675 1026 980
"gene_17497" 75 60 43 48 99 38 57 51
"gene_17498" 76 100 137 63 37 90 93 49
"gene_17499" 758 1063 1342 1186 586 762 1043 1034
"gene_17500" 467 447 443 366 478 327 469 518
"gene_17501" 493 577 523 330 383 506 1120 723
"gene_17502" 1355 1501 1802 1823 1719 1777 1516 1922
"gene_17503" 265 228 207 155 112 96 162 226
"gene_17504" 6418 7809 5024 4522 5254 4846 3826 4924
"gene_17505" 1712 1611 2839 2969 2954 2671 2445 3386
"gene_17506" 7160 4571 8107 7182 5743 5608 5923 6987
"gene_17507" 252 96 120 230 202 154 170 193
"gene_17508" 174 124 165 140 61 70 117 69
"gene_17509" 8159 8944 11416 10188 8272 8151 8465 9722
"gene_17510" 113 62 74 71 82 84 53 27
"gene_17511" 2082 1905 1917 1346 1873 1572 2447 2378
"gene_17512" 1617 1731 986 1660 1628 1711 1262 935
"gene_17513" 5703 4813 4036 5623 6208 5814 4482 4295
"gene_17514" 75 94 113 182 101 123 72 81
"gene_17515" 355 231 364 381 248 157 366 548
"gene_17516" 1911 1994 2025 1798 1410 1953 2061 2290
"gene_17517" 270 368 214 67 174 148 211 164
"gene_17518" 418 468 307 359 410 549 356 430
"gene_17519" 3769 4081 4517 3827 4470 3928 3284 4165
"gene_17520" 282 225 303 172 115 230 87 124
"gene_17521" 466 535 443 457 317 255 585 530
"gene_17522" 120 132 216 196 94 142 74 197
"gene_17523" 480 767 858 936 502 1086 561 756
"gene_17524" 102 164 81 45 87 74 81 55
"gene_17525" 322 121 233 232 438 543 625 570
"gene_17526" 54 32 18 52 72 70 91 122
"gene_17527" 842 758 1063 769 752 707 1221 726
"gene_17528" 810 1153 1416 1565 1551 1418 927 1175
"gene_17529" 48 45 24 63 103 78 30 16
"gene_17530" 15867 12648 18288 17542 14178 13653 11195 12340
"gene_17531" 92 26 3 8 22 10 38 55
"gene_17532" 255 394 311 72 219 211 177 225
"gene_17533" 180 127 193 212 278 217 141 208
"gene_17534" 120 48 201 319 120 133 162 74
"gene_17535" 205 219 277 227 291 327 207 383
"gene_17536" 553 345 335 411 364 468 232 246
"gene_17537" 17 40 41 26 11 9 3 0
"gene_17538" 1248 1207 963 1089 1553 868 1414 1210
"gene_17539" 11 0 0 0 10 11 32 20
"gene_17540" 3619 2584 4862 4733 4521 3241 3750 3219
"gene_17541" 2731 2985 3580 2911 6579 5428 3513 3123
"gene_17542" 538 757 577 498 723 1235 419 346
"gene_17543" 398 743 1021 875 479 593 408 494
"gene_17544" 338 294 199 381 1109 1197 613 501
"gene_17545" 1759 1686 1815 1986 2599 2386 2348 2058
"gene_17546" 1181 883 915 1027 662 951 336 487
"gene_17547" 3488 4007 3215 4071 2934 3262 3634 3703
"gene_17548" 1466 1093 745 775 1274 1227 1582 981
"gene_17549" 931 1047 891 1337 1091 840 1307 1087
"gene_17550" 3925 3636 1936 1778 4964 4983 3153 3006
"gene_17551" 12890 10611 9112 14258 9644 8171 11544 11689
"gene_17552" 1799 1657 1427 1226 1785 2028 1315 1711
"gene_17553" 2412 2620 2625 3149 2820 2215 2833 3069
"gene_17554" 859 758 1078 1048 1334 1603 1409 1553
"gene_17555" 588 842 729 668 432 410 125 270
"gene_17556" 2391 2710 1618 1737 3281 2903 2509 2422
"gene_17557" 5054 6174 5158 4507 5695 5484 3536 3357
"gene_17558" 74 82 16 13 80 105 63 42
"gene_17559" 70 60 76 63 94 100 239 155
"gene_17560" 1 1 1 3 0 0 0 0
"gene_17561" 3350 3546 3371 2945 3431 3445 2855 3250
"gene_17562" 12435 8090 10264 10453 15525 12238 8419 9911
"gene_17563" 942 1123 516 385 594 640 948 722
"gene_17564" 778 731 1184 1338 912 1097 947 1420
"gene_17565" 197 196 25 23 242 172 179 88
"gene_17566" 6927 7810 6072 7502 7175 6559 8590 8885
"gene_17567" 934 1091 851 896 891 777 712 702
"gene_17568" 217 255 184 141 391 961 212 344
"gene_17569" 297 285 550 223 127 267 134 158
"gene_17570" 470 613 474 312 226 200 173 347
"gene_17571" 99 78 159 88 142 105 75 98
"gene_17572" 0 0 9 4 0 0 2 4
"gene_17573" 138 107 542 344 694 559 440 495
"gene_17574" 468 520 542 296 594 385 556 408
"gene_17575" 380 393 427 446 601 525 400 497
"gene_17576" 89 48 61 50 146 28 57 46
"gene_17577" 1926 1767 1126 1859 1799 1824 2027 2158
"gene_17578" 155 142 493 321 205 222 396 260
"gene_17579" 10 3 0 0 15 4 14 0
"gene_17580" 173 214 262 186 202 175 89 85
"gene_17581" 13661 13223 15340 17083 11423 17397 13509 18643
"gene_17582" 589 512 411 328 648 557 697 637
"gene_17583" 388 587 750 701 442 813 356 373
"gene_17584" 79 69 51 72 56 87 94 128
"gene_17585" 3676 2688 2424 2388 2219 1501 1964 1763
"gene_17586" 9189 10604 13263 11603 8604 8707 14261 15564
"gene_17587" 766 732 425 462 626 441 191 547
"gene_17588" 968 566 525 522 1266 1047 688 582
"gene_17589" 622 636 1024 1235 226 254 236 709
"gene_17590" 12303 10610 12495 12409 8612 10178 13495 11425
"gene_17591" 460 543 572 386 505 636 788 674
"gene_17592" 85 122 0 0 11 11 14 26
"gene_17593" 8719 11307 7909 6352 8530 9450 9243 9493
"gene_17594" 32 36 40 48 44 46 4 10
"gene_17595" 2910 2798 3179 3064 2184 1277 4075 3012
"gene_17596" 4119 4559 3980 4355 5231 4445 4736 4342
"gene_17597" 257 379 415 470 252 252 502 770
"gene_17598" 56 66 61 105 151 187 47 56
"gene_17599" 2321 1959 2420 2591 2291 2420 2187 2279
"gene_17600" 20 22 15 23 14 8 7 14
"gene_17601" 50 122 20 28 69 93 18 41
"gene_17602" 402 457 642 426 784 797 571 483
"gene_17603" 73 85 364 251 208 212 108 163
"gene_17604" 387 442 402 391 585 713 436 495
"gene_17605" 35 32 41 126 63 76 44 24
"gene_17606" 29 20 20 21 0 0 9 16
"gene_17607" 2647 2526 2676 2463 1434 1325 2967 2560
"gene_17608" 20 21 20 9 54 46 3 3
"gene_17609" 2802 2752 1909 1326 3307 2614 2211 2798
"gene_17610" 0 2 0 0 0 0 0 0
"gene_17611" 465 416 357 496 716 883 628 621
"gene_17612" 440 622 565 579 582 306 290 551
"gene_17613" 602 285 84 111 198 202 39 195
"gene_17614" 94 65 0 11 4 8 0 0
"gene_17615" 499 508 828 858 407 560 1051 1238
"gene_17616" 8824 9212 8612 7781 5217 6901 7773 6997
"gene_17617" 934 834 1085 1111 596 944 1003 1177
"gene_17618" 1076 659 253 326 188 87 328 465
"gene_17619" 1182 1650 1993 1914 1186 1226 2186 1638
"gene_17620" 49 162 149 233 343 341 230 267
"gene_17621" 4120 4059 3152 2708 2623 2510 2995 3578
"gene_17622" 6 0 4 0 0 0 1 0
"gene_17623" 540 629 603 516 487 455 233 323
"gene_17624" 7651 6829 6375 6180 5074 4675 8317 8841
"gene_17625" 5675 3425 5069 5025 4351 3866 4333 4587
"gene_17626" 35 35 24 51 7 14 11 46
"gene_17627" 105 158 291 241 79 218 165 148
"gene_17628" 413 369 215 199 516 524 110 134
"gene_17629" 931 1004 1121 1275 1278 886 1924 1598
"gene_17630" 460 416 489 586 882 835 396 764
"gene_17631" 71 150 31 33 39 60 28 34
"gene_17632" 2840 3253 3204 2741 2454 2072 2546 3376
"gene_17633" 1360 1849 1636 1533 2185 1764 1116 1190
"gene_17634" 95 87 99 92 95 194 69 69
"gene_17635" 2721 2173 3267 4142 3845 5374 3480 2190
"gene_17636" 0 0 25 18 4 18 3 5
"gene_17637" 317 252 514 462 260 294 274 280
"gene_17638" 1517 1424 1129 1366 1858 1934 965 1479
"gene_17639" 2138 1697 881 1009 797 756 1313 1396
"gene_17640" 4453 3010 3025 3073 3847 3484 4388 3391
"gene_17641" 59 121 0 0 26 61 72 54
"gene_17642" 949 2070 962 1053 1792 1989 883 1350
"gene_17643" 112 140 200 202 128 123 58 95
"gene_17644" 1947 2178 2195 3310 2403 2122 1541 898
"gene_17645" 190 132 247 225 129 177 278 199
"gene_17646" 2001 1297 1467 1350 1615 1441 1143 1416
"gene_17647" 1440 879 1961 1855 2045 1977 1580 1323
"gene_17648" 289 247 281 230 336 274 122 147
"gene_17649" 1087 983 731 746 2303 1686 879 619
"gene_17650" 2 10 4 1 0 0 0 0
"gene_17651" 915 987 734 801 941 850 772 568
"gene_17652" 4178 3759 3327 3925 2494 2440 2059 2005
"gene_17653" 536 600 577 503 1321 1080 851 535
"gene_17654" 838 545 1705 1273 627 943 1319 1652
"gene_17655" 5076 5246 5730 3295 4777 4827 4193 4100
"gene_17656" 32 47 223 227 20 16 83 53
"gene_17657" 1399 723 1103 1566 1124 888 1052 1540
"gene_17658" 4 8 45 26 2 4 3 4
"gene_17659" 6529 7783 6152 6576 10839 8940 5626 9104
"gene_17660" 2156 1940 1838 1609 2252 2119 2222 1381
"gene_17661" 123 171 302 478 428 384 116 128
"gene_17662" 23 24 3 23 25 22 86 52
"gene_17663" 183 137 150 151 512 367 235 159
"gene_17664" 65 26 33 16 26 48 20 17
"gene_17665" 2 4 0 0 0 0 0 0
"gene_17666" 407 197 201 162 142 252 297 327
"gene_17667" 4143 4306 2743 2485 5439 3536 6220 5762
"gene_17668" 1456 974 636 1043 1214 1257 955 1224
"gene_17669" 156 246 17 46 242 212 188 120
"gene_17670" 130 154 180 275 263 246 220 264
"gene_17671" 457 550 267 377 444 555 381 284
"gene_17672" 1 12 3 2 0 0 6 6
"gene_17673" 1822 2718 1983 2028 2373 2317 2475 2459
"gene_17674" 424 374 198 87 90 86 237 179
"gene_17675" 302 353 371 431 415 419 306 730
"gene_17676" 4787 4592 2512 3873 4038 4129 3934 3495
"gene_17677" 276 234 97 146 259 198 99 108
"gene_17678" 607 385 142 122 420 430 317 282
"gene_17679" 250 179 996 415 767 587 817 737
"gene_17680" 450 566 920 651 1603 1516 662 705
"gene_17681" 143 156 90 122 245 297 106 207
"gene_17682" 121 36 59 200 139 66 94 99
"gene_17683" 17 17 32 28 54 40 201 104
"gene_17684" 31 57 141 150 116 64 98 96
"gene_17685" 527 833 778 661 687 441 1017 782
"gene_17686" 32 12 43 6 46 20 12 2
"gene_17687" 0 0 8 18 6 0 8 10
"gene_17688" 993 843 618 805 1022 756 1127 760
"gene_17689" 331 388 192 188 156 117 388 433
"gene_17690" 318 618 281 452 66 71 161 95
"gene_17691" 726 478 641 659 1005 694 826 914
"gene_17692" 491 454 647 699 326 348 388 325
"gene_17693" 68 80 28 70 44 63 35 90
"gene_17694" 11 31 17 9 29 24 2 2
"gene_17695" 1702 1305 2066 1514 1993 1436 1499 1819
"gene_17696" 340 312 174 235 157 215 176 148
"gene_17697" 1911 1638 1256 1512 3401 3250 1679 1396
"gene_17698" 920 963 548 499 687 846 563 729
"gene_17699" 462 238 443 435 850 498 520 618
"gene_17700" 899 876 605 632 918 1086 1007 753
"gene_17701" 8389 7456 7077 6358 6820 6888 6369 8212
"gene_17702" 25358 23315 17894 17838 18263 18176 18687 20077
"gene_17703" 2849 3046 2422 2667 3536 2360 2389 2527
"gene_17704" 10060 12403 13294 13744 14605 12437 14260 11076
"gene_17705" 107 96 16 20 41 26 33 47
"gene_17706" 25 20 67 25 93 87 8 8
"gene_17707" 997 468 672 634 376 922 597 697
"gene_17708" 2471 2544 2804 3327 3143 2831 2335 3026
"gene_17709" 1259 1306 1840 2225 2394 2507 1539 2139
"gene_17710" 399 392 705 601 586 504 510 610
"gene_17711" 18 33 19 23 14 32 33 17
"gene_17712" 531 549 224 368 808 397 152 96
"gene_17713" 678 600 392 410 447 402 540 421
"gene_17714" 322 239 150 117 245 249 188 316
"gene_17715" 52 81 45 35 173 113 63 81
"gene_17716" 1164 1110 1502 1557 1068 1136 1618 1257
"gene_17717" 1006 1082 1428 1559 1416 1287 1611 1947
"gene_17718" 1410 1102 1849 2095 1250 1081 1461 1359
"gene_17719" 1078 938 887 984 805 795 1053 1301
"gene_17720" 132 209 451 292 225 299 328 243
"gene_17721" 3484 3492 3462 2753 4548 4614 3172 3175
"gene_17722" 222 143 300 287 576 486 382 433
"gene_17723" 1509 832 634 664 1728 1033 819 854
"gene_17724" 742 541 503 317 175 371 140 192
"gene_17725" 349 425 163 206 101 234 183 343
"gene_17726" 1080 1378 1075 923 741 789 458 640
"gene_17727" 18 38 64 42 130 169 44 34
"gene_17728" 4346 3796 4373 4173 3519 4018 5061 4871
"gene_17729" 0 0 0 0 0 0 18 12
"gene_17730" 1336 1716 1701 1622 2369 2494 1843 905
"gene_17731" 1450 1269 446 843 407 380 1060 1128
"gene_17732" 2944 3441 2289 2374 4294 4435 1971 2478
"gene_17733" 6868 6305 6765 6663 4251 5943 5576 4751
"gene_17734" 110 97 139 107 67 97 194 140
"gene_17735" 174 144 211 125 159 236 60 79
"gene_17736" 111 78 24 13 28 42 44 84
"gene_17737" 850 1148 1241 1230 1107 1106 1397 1167
"gene_17738" 971 750 286 540 570 586 776 640
"gene_17739" 8 22 4 13 12 5 2 7
"gene_17740" 8734 8381 9857 10018 7291 6619 8459 11689
"gene_17741" 5020 3927 2984 3507 2261 2431 3060 4200
"gene_17742" 249 239 179 133 102 76 156 310
"gene_17743" 3662 4813 3717 4086 4659 5011 3283 3396
"gene_17744" 392 309 168 196 167 188 114 149
"gene_17745" 227 173 327 368 134 163 247 121
"gene_17746" 638 555 596 571 667 423 472 629
"gene_17747" 141 120 363 169 264 338 143 196
"gene_17748" 81 81 42 61 53 82 41 50
"gene_17749" 353 300 858 674 690 858 523 514
"gene_17750" 956 1023 2203 1596 1031 784 948 845
"gene_17751" 3968 4250 4636 5275 5628 4588 4465 4256
"gene_17752" 393 383 500 756 683 547 841 967
"gene_17753" 489 477 561 639 326 212 473 413
"gene_17754" 762 1107 1447 1651 1164 1327 633 686
"gene_17755" 7253 5716 6149 6340 7675 4449 7791 7906
"gene_17756" 828 715 780 814 515 251 600 713
"gene_17757" 644 831 882 764 1190 940 1491 1224
"gene_17758" 1948 2659 2160 2004 1652 1740 1978 1986
"gene_17759" 5488 6460 6249 8082 3589 3469 6033 5058
"gene_17760" 208 181 278 300 431 316 252 282
"gene_17761" 3682 4709 3779 3450 2615 2823 3768 3594
"gene_17762" 7600 6166 8536 5309 11421 10111 10560 9242
"gene_17763" 4 10 6 2 21 3 1 0
"gene_17764" 49 72 469 333 366 274 163 195
"gene_17765" 1003 848 529 453 540 516 962 669
"gene_17766" 67 90 57 70 78 118 74 69
"gene_17767" 31 38 30 4 51 59 53 140
"gene_17768" 165 149 188 175 105 30 265 286
"gene_17769" 143 134 91 148 285 411 86 108
"gene_17770" 885 925 1417 1604 1205 1433 1242 889
"gene_17771" 627 875 1052 905 702 611 730 965
"gene_17772" 4590 3919 3038 3123 6519 6529 4019 2942
"gene_17773" 375 752 935 1326 720 893 929 685
"gene_17774" 129 106 198 119 160 114 172 211
"gene_17775" 2475 1631 2090 1798 1382 816 868 1078
"gene_17776" 1375 1410 834 1030 777 772 1195 1338
"gene_17777" 1305 1720 1273 1354 1809 2042 1140 1570
"gene_17778" 2135 2209 2605 2787 2431 2229 2276 2101
"gene_17779" 2665 3084 2080 2125 4613 2976 3183 3002
"gene_17780" 3628 3142 4983 3936 2615 1929 3328 3152
"gene_17781" 5224 3838 3551 3845 5288 7268 6517 6788
"gene_17782" 13 25 23 59 72 47 5 11
"gene_17783" 82 90 125 56 156 330 181 392
"gene_17784" 5 1 14 33 8 15 46 17
"gene_17785" 1769 1849 4021 3421 2007 1614 1546 2138
"gene_17786" 210 85 292 599 396 305 109 154
"gene_17787" 3268 3249 3132 3251 2250 2008 2185 2852
"gene_17788" 11817 12282 10798 11126 11494 9761 15801 12808
"gene_17789" 2747 2557 1551 1651 2603 2117 1903 1916
"gene_17790" 2356 2322 2280 2481 2371 2321 2125 2161
"gene_17791" 401 300 92 64 164 115 314 466
"gene_17792" 170 147 85 78 29 55 85 100
"gene_17793" 1671 1170 1109 1494 1168 1066 1825 858
"gene_17794" 0 0 13 16 0 0 11 11
"gene_17795" 2565 1595 1247 1776 1239 1597 1624 1618
"gene_17796" 4328 4325 2675 3218 4267 4626 3672 2872
"gene_17797" 4994 10060 6819 7786 6562 8132 11225 7829
"gene_17798" 4555 1921 2167 2208 2256 2494 1390 1440
"gene_17799" 989 1207 799 700 599 685 1394 1334
"gene_17800" 1902 2491 2170 2814 2744 2703 2676 4243
"gene_17801" 126 126 87 354 152 152 56 104
"gene_17802" 210 153 133 111 117 89 93 150
"gene_17803" 540 631 722 780 631 435 372 335
"gene_17804" 362 261 563 455 854 875 326 283
"gene_17805" 5318 6728 4146 3462 4735 4465 4695 3870
"gene_17806" 4184 2872 3676 3809 3471 2154 4727 3747
"gene_17807" 1984 2434 3431 2303 2183 3170 3089 3198
"gene_17808" 196 152 358 408 244 169 200 120
"gene_17809" 224 409 399 296 326 312 244 341
"gene_17810" 416 446 283 480 408 299 234 442
"gene_17811" 0 2 6 0 14 14 0 0
"gene_17812" 495 581 335 146 103 166 410 321
"gene_17813" 3181 2862 3008 2420 3958 3451 3246 2912
"gene_17814" 18 14 57 12 41 54 0 0
"gene_17815" 4 5 18 25 4 21 31 36
"gene_17816" 11 0 4 1 11 15 0 0
"gene_17817" 4908 6262 5759 5601 4680 4874 5421 6295
"gene_17818" 4527 4133 2360 3030 3935 5296 3284 3271
"gene_17819" 792 947 432 438 413 438 452 356
"gene_17820" 110 38 97 78 101 40 51 59
"gene_17821" 108 104 82 46 96 39 29 18
"gene_17822" 2532 3044 1631 2038 1443 1338 1904 1344
"gene_17823" 122 144 122 169 100 134 209 203
"gene_17824" 40 44 42 35 24 24 44 62
"gene_17825" 2893 2855 3868 3505 2813 3186 2528 1943
"gene_17826" 2 1 141 101 74 39 23 31
"gene_17827" 6 15 10 2 0 0 0 0
"gene_17828" 2044 2241 2843 3329 1535 1975 2219 2318
"gene_17829" 51 18 89 73 139 303 217 218
"gene_17830" 4656 4030 5325 3408 4547 4938 7007 8762
"gene_17831" 2350 2639 1596 1782 2386 2609 2200 2433
"gene_17832" 6746 8304 4228 5354 8663 7570 6364 10092
"gene_17833" 0 0 15 17 12 45 17 79
"gene_17834" 2756 2218 2254 2830 2087 2602 2102 1911
"gene_17835" 79 71 22 19 7 20 50 49
"gene_17836" 929 879 869 761 811 548 794 301
"gene_17837" 66 68 66 44 106 87 22 35
"gene_17838" 1222 1587 332 430 275 681 535 803
"gene_17839" 391 439 324 425 860 506 646 646
"gene_17840" 3087 3544 4786 4698 2643 2342 2768 3796
"gene_17841" 682 432 455 445 588 763 790 625
"gene_17842" 22 16 14 18 25 36 22 9
"gene_17843" 973 854 988 976 1609 1528 1752 1725
"gene_17844" 73 113 23 20 46 35 21 8
"gene_17845" 543 654 725 753 1790 1448 1166 1214
"gene_17846" 86 88 12 20 78 128 65 39
"gene_17847" 453 416 638 767 290 471 302 281
"gene_17848" 34 25 6 8 2 8 7 20
"gene_17849" 5435 6206 3690 4521 3266 4093 3964 3749
"gene_17850" 2189 1884 1352 1553 2000 1891 1732 1715
"gene_17851" 2230 2177 3130 4576 2889 2282 2705 2552
"gene_17852" 347 593 360 325 539 495 265 323
"gene_17853" 0 0 12 30 34 13 0 0
"gene_17854" 26 19 18 9 8 4 2 2
"gene_17855" 240 194 160 108 153 116 94 91
"gene_17856" 0 0 0 0 1 1 1 3
"gene_17857" 484 608 1214 1179 1337 1267 627 661
"gene_17858" 486 571 575 380 1085 761 563 380
"gene_17859" 24 53 91 41 335 312 82 76
"gene_17860" 109 200 58 84 130 203 329 279
"gene_17861" 8039 6481 6824 8460 6031 6248 5089 7325
